,Date,Item,Size,Brand,Color,Design,Style,Qty,Department,Product Category,product,size
3463,03-03-2016,POUCH BIG EMBROIDERY COTTON RED 8100020,FS,JOLI,RED,KORA CABA,POUCH BIG,1,UNISEX,ACCESSORIES,BAG,FREE SIZE
3464,03-03-2016,ANGOOR DANGLER ASSORTED RED 8100044,FS,JOLI,RED,ANGOOR,ANGOOR DANGLER,1,UNISEX,ACCESSORIES,DANGLER,FREE SIZE
3465,03-03-2016,LOVE JAIPUR  LINEN COVER NATURAL,REGULAR,LOVE TRAVEL,NATURAL,4TH EDITION SHRINK WRAP,LOVE JAIPUR,1,UNISEX,STATIONARY,TRAVEL GUIDE,REGULAR
3466,03-03-2016,SS15 D4  KHADI COTTON INDIGO,S,RASHMIVARMA,INDIGO,SHISHA,SS15 D4,1,WOMEN,CLOTHS,DRESS,SMALL
3467,03-03-2016,BEADED LINE BORDER MERINO WOOL LIGHT GREY 7001363,180 x 70,JAIPUR MODERN,LIGHT GREY,MERINO WOOL,BEADED LINE BORDER,1,WOMEN,CLOTHS,SCARF,180 x 70
3468,03-03-2016,SPAGETTI SILK CREPE ECRU/RED 7001689,M,JAIPUR MODERN,ECRU/RED,BEADED PLACKET,SPAGETTI,1,WOMEN,CLOTHS,TOP,MEDIUM
3469,03-03-2016,GRIGRI KEY RING ASSORTED BLUE 8100033,FS,JOLI,BLUE,GANESH,GRIGRI KEY RING,1,UNISEX,ACCESSORIES,KEY RINGS,FREE SIZE
3470,03-03-2016,BAZAR TOTE CANVAS PRINT GREY 8100092,FS,JOLI,GREY,BAZAAR,BAZAR TOTE,1,WOMEN,ACCESSORIES,BAG,FREE SIZE
3471,03-03-2016,GRIGRI KEY RING ASSORTED ORANGE 8100034,FS,JOLI,orange,GANESH,GRIGRI KEY RING,1,UNISEX,ACCESSORIES,KEY RINGS,FREE SIZE
3472,03-03-2016,MARKET BAG CANVAS PRINT RUST 8100091,FS,JOLI,RUST,INDIAN TRUCK,MARKET BAG,1,UNISEX,ACCESSORIES,BAG,FREE SIZE
3473,04-03-2016,GRADED OMBRE DYED BLENDS INDIGOS 140116,70 X 180,INDIGOS OF INDIA,INDIGOS,DIP DYED BLEND MODAL,GRADED OMBRE DYED,1,UNISEX,CLOTHS,SCARF,70 X 180
3474,04-03-2016,asmaani-22  100% handloom cotton pleasted chemise 4000267,M,INJIRI C,pleasted chemise,100% handloom cotton,asmaani-22,1,WOMEN,CLOTHS,DRESS,MEDIUM
3475,04-03-2016,asmaani-30  50 % cotton 50% silk handloom peasant dress 4000278,S,INJIRI C,peasant dress,50 % cotton 50% silk handloom,asmaani-30,1,WOMEN,CLOTHS,DRESS,SMALL
3476,04-03-2016,SADA-108  100% Cotton NATURAL ECRU 4000326,S,INJIRI C,NATURAL ECRU,Baniyan dress,SADA-108,1,WOMEN,CLOTHS,DRESS,SMALL
3477,04-03-2016,asmaani-17  50 % cotton 50% silk handloom BLUE 4000466,S,INJIRI C,BLUE,tarannum dress,asmaani-17,1,WOMEN,CLOTHS,DRESS,SMALL
3478,04-03-2016,FUR REBARI-05  100%cotton khadi NATURAL ECRU 4000491,40x40,INJIRI C,NATURAL ECRU,organic cotton bhujodi,FUR REBARI-05,1,HANDMADE,BEDROOM,CUSHION,40x40
3479,04-03-2016,asmaani-04  50 % cotton 50% silk handloom choga 4000245,XL,INJIRI C,choga,50 % cotton 50% silk handloom,asmaani-04,1,WOMEN,CLOTHS,TOP,XL
3480,04-03-2016,100%COTTON 100%COTTON GREY NDIGO 7000771,FS,JAIPUR MODERN,GREY NDIGO,EGG - PAPER BOAT,100%COTTON,1,UNISEX,ACCESSORIES,REVERSIBLE JHOLA,FREE SIZE
3481,04-03-2016,FW15 - T4Oblique Jaal Shirt1200101,M,RASHMIVARMA,MERLOT,Oblique Jaal Shirt,FW15 - T4,1,WOMEN,CLOTHS,SHIRT,MEDIUM
3482,04-03-2016,NEELGAR-39  100% Cotton NATURAL ECRU 4000311,S,INJIRI C,NATURAL ECRU,adaa paijama,NEELGAR-39,1,WOMEN,CLOTHS,PAIJAMA,SMALL
3483,04-03-2016,CH-07  cotton khadi NATURAL 4000470,S,INJIRI C,NATURAL,without kuttu dress,CH-07,1,WOMEN,CLOTHS,DRESS,SMALL
3484,04-03-2016,ROLLON BOTTLE CN YASMIN 8610009,6 ML,JAIPUR FRAGRANCES,YASMIN,ATTAR,ROLLON BOTTLE,1,UNISEX,HEALTH CARE,ROLLON,6 ML
3485,05-03-2016,SHORT LAUYRN/YKC/1/AOB/9  100% COTTON WIN11011D248,M,11.11,WIN,100% COTTON,SHORT LAUYRN/YKC/1/AOB/9,1,WOMEN,CLOTHS,DRESS,MEDIUM
3486,05-03-2016,24HR DHURRIE BAG 100% COTTON 100% LEATHER BLUE - NAVY BLUE & ECRU 7000763,FS,JAIPUR MODERN,BLUE - NAVY BLUE & ECRU,DIAGONAL CHECKS,24HR DHURRIE BAG,1,UNISEX,ACCESSORIES,BAG,FREE SIZE
3487,05-03-2016,SLIM  PANT PAYJAMAS RED,S,OH LA LA,RED,PANTS,SLIM  PANT,1,WOMEN,CLOTHS,PAIJAMA,SMALL
3488,05-03-2016,S002 PASHMINA ELECTRIC  8200035,70 x 185,LOOP DESIGN,ELECTRIC,Structure Fence Pashmina,S002,1,WOMEN,CLOTHS,SCARF,70 x 185
3489,05-03-2016,GOLDEN SPARROW PRINTED PAPER BLUE 860009,FS,Design Fly,BLUE,GOLDEN SPARROW,GOLDEN SPARROW,1,GREETING,ACCESSORIES,ACCESSORIES,FREE SIZE
3490,05-03-2016,BCD116A15 CN OFFWHITE 8620004,M,BODICE,OFFWHITE,TWILL DETAILS,BCD116A15,1,WOMEN,CLOTHS,DRESS,MEDIUM
3491,05-03-2016,BCT885A15 CN INDIGO 8620014,M,BODICE,INDIGO,BATIK SHIRT,BCT885A15,1,WOMEN,CLOTHS,SHIRT,MEDIUM
3492,05-03-2016,BCD945A15 CN OFFWHITE 8620015,S,BODICE,OFFWHITE,GODET DRESS,BCD945A15,1,WOMEN,CLOTHS,DRESS,SMALL
3493,05-03-2016,BKT833A15 CN INDIGO 8620019,S,BODICE,INDIGO,MASHRU PATCH POCKET,BKT833A15,1,WOMEN,CLOTHS,TOP,SMALL
3494,05-03-2016,ESMERALDA AW15 WHITE 8800011,12M,BABALOG,WHITE,PRINT,ESMERALDA,1,KIDS,BABY CARE,INFANT BLOOMER,12
3495,05-03-2016,LOVE JAIPUR  LINEN COVER NATURAL,REGULAR,LOVE TRAVEL,NATURAL,4TH EDITION SHRINK WRAP,LOVE JAIPUR,1,UNISEX,STATIONARY,TRAVEL GUIDE,REGULAR
3496,05-03-2016,JODHPUR BLEND  BOX NATURAL,100 G,3 CLIVE ROAD,NATURAL,LOOSE LEAF,JODHPUR BLEND,1,UNISEX,KITCHEN,TEA,100 gm
3497,05-03-2016,JAIPUR BLEND  BOX NATURAL,100 G,3 CLIVE ROAD,NATURAL,LOOSE LEAF,JAIPUR BLEND,1,UNISEX,KITCHEN,TEA,100 gm
3498,05-03-2016,SPAGETTI SILK CREPE ECRU/RED 7001691,S,JAIPUR MODERN,ECRU/RED,BEADED PLACKET,SPAGETTI,1,WOMEN,CLOTHS,TOP,SMALL
3499,05-03-2016,CONTRAST POCKET 100% COTTON INDIGO SLUB 1400109,S,INDIGOS OF INDIA,INDIGO SLUB,POLO NECK,CONTRAST POCKET,1,MEN,CLOTHS,T-SHIRTS,SMALL
3500,05-03-2016,JUNGLE SAFARI  BOX PACK NA1500001,FS,Small brown box,NATURAL,ATTAR,JUNGLE SAFARI,1,WELLNESS,ACCESSORIES,PLAY CARDS & TOYS,FREE SIZE
3501,05-03-2016,FIRFLY MINI  BOX PACK NA1500003,FS,Small brown box,NATURAL,ATTAR,FIRFLY MINI,1,WELLNESS,ACCESSORIES,PLAY CARDS & TOYS,FREE SIZE
3502,05-03-2016,PRINT AND PRESENTS  BOX PACK NA1500008,FS,Small brown box,NATURAL,ATTAR,PRINT AND PRESENTS,1,WELLNESS,ACCESSORIES,PLAY CARDS & TOYS,FREE SIZE
3503,05-03-2016,LANTERN MINI  BOX PACK NA1500009,FS,Small brown box,NATURAL,ATTAR,LANTERN MINI,1,WELLNESS,ACCESSORIES,PLAY CARDS & TOYS,FREE SIZE
3504,05-03-2016,NEELGAR - 07  100% Cotton INDIGO 4000382,XS,INJIRI C,INDIGO,long kediyu,NEELGAR - 07,1,WOMEN,CLOTHS,TOP,XS
3505,05-03-2016,48 HR DHURRIE BAG 100% COTTON 100% LEATHER NAVY BLUE - BLUE & ECRU 7000766,FS,JAIPUR MODERN,NAVY BLUE - BLUE & ECRU,DIAGONAL CHECKS,48 HR DHURRIE BAG,1,UNISEX,ACCESSORIES,BAG,FREE SIZE
3506,05-03-2016,48 HR DHURRIE BAG 100% COTTON 100% LEATHER PURPLE & ECRU 7000768,FS,JAIPUR MODERN,PURPLE & ECRU,STARS,48 HR DHURRIE BAG,1,UNISEX,ACCESSORIES,BAG,FREE SIZE
3507,05-03-2016,NAGIN STRIPES 100% CASHMERE SHADES OF BLUE 7001340,180 x 70,JAIPUR MODERN,SHADES OF BLUE,DIAMOND WEAVE,NAGIN STRIPES,1,UNISEX,CLOTHS,SCARF,180 x 70
3508,05-03-2016,HORIZON STRIPES 100% CASHMERE LIGHT BLUE - DARK BLUE 7001348,180 x 70,JAIPUR MODERN,LIGHT BLUE - DARK BLUE,PLAIN WEAVE,HORIZON STRIPES,1,UNISEX,CLOTHS,SCARF,180 x 70
3509,05-03-2016,MUGHAL BORDER 100% CASHMERE BLACK 7001414,200 x 70,JAIPUR MODERN,BLACK,HAND EMBROIDERED,MUGHAL BORDER,1,WOMEN,CLOTHS,SHAWL,200 x 70
3510,05-03-2016,THATCH WEAVE 100 % CASHMERE ECRU 7001427,70 X 180,JAIPUR MODERN,ECRU,STRIPE BORDER,THATCH WEAVE,1,UNISEX,CLOTHS,SCARF,70 X 180
3511,05-03-2016,THATCH WEAVE 100 % CASHMERE NATURAL 7001428,70 X 180,JAIPUR MODERN,NATURAL,STRIPE BORDER,THATCH WEAVE,1,UNISEX,CLOTHS,SCARF,70 X 180
3512,05-03-2016,SLIM  PANT PAYJAMAS GREEN,L,OH LA LA,GREEN,PANTS,SLIM  PANT,1,WOMEN,CLOTHS,PAIJAMA,LARGE
3513,05-03-2016,ANGOOR DANGLER ASSORTED BLUE 8100043,FS,JOLI,BLUE,ANGOOR,ANGOOR DANGLER,1,UNISEX,ACCESSORIES,DANGLER,FREE SIZE
3514,05-03-2016,ANGOOR DANGLER ASSORTED RED 8100044,FS,JOLI,RED,ANGOOR,ANGOOR DANGLER,1,UNISEX,ACCESSORIES,DANGLER,FREE SIZE
3515,05-03-2016,PARANDA DANGLER ASSORTED BLUE E 8100105,FS,JOLI,BLUE E,PARANDA,PARANDA DANGLER,1,UNISEX,ACCESSORIES,DANGLER,FREE SIZE
3516,05-03-2016,PARANDA DANGLER ASSORTED REDD 8100106,FS,JOLI,REDD,PARANDA,PARANDA DANGLER,1,UNISEX,ACCESSORIES,DANGLER,FREE SIZE
3517,05-03-2016,BKT295A15 CN BLACK IVORY 8620023,L,BODICE,BLACK IVORY,QUARTER CONTRAST,BKT295A15,1,WOMEN,CLOTHS,SHIRT,LARGE
3518,05-03-2016,GRIGRI KEY RING ASSORTED BLUE 8100033,FS,JOLI,BLUE,GANESH,GRIGRI KEY RING,1,UNISEX,ACCESSORIES,KEY RINGS,FREE SIZE
3519,05-03-2016,GRIGRI KEY RING ASSORTED ORANGE 8100034,FS,JOLI,orange,GANESH,GRIGRI KEY RING,1,UNISEX,ACCESSORIES,KEY RINGS,FREE SIZE
3520,05-03-2016,GRIGRI KEY RING ASSORTED RED 8100037,FS,JOLI,RED,GANESH,GRIGRI KEY RING,1,UNISEX,ACCESSORIES,KEY RINGS,FREE SIZE
3521,05-03-2016,BLOCK PRINTED LEOPARD SKIN ELECTRIC BLUE 701729,FS,JAIPUR MODERN,ELECTRIC BLUE,LEOPARD,BLOCK PRINTED,1,WOMEN,ACCESSORIES,POUCH,FREE SIZE
3522,05-03-2016,GRIGRI KEY RING ASSORTED RED 8100037,FS,JOLI,RED,GANESH,GRIGRI KEY RING,1,UNISEX,ACCESSORIES,KEY RINGS,FREE SIZE
3523,05-03-2016,FIRFLY MINI  BOX PACK NA1500003,FS,Small brown box,NATURAL,ATTAR,FIRFLY MINI,1,WELLNESS,ACCESSORIES,PLAY CARDS & TOYS,FREE SIZE
3524,05-03-2016,LANTERN MINI  BOX PACK NA1500009,FS,Small brown box,NATURAL,ATTAR,LANTERN MINI,1,WELLNESS,ACCESSORIES,PLAY CARDS & TOYS,FREE SIZE
3525,05-03-2016,CLUTCH EMB COTTON LEATHER YELLOW 8100058,FS,JOLI,YELLOW,BANJARA,CLUTCH,1,UNISEX,ACCESSORIES,POUCH,FREE SIZE
3526,06-03-2016,MESSENGER LEATHER DENIM BLACK DENIM 8100012,FS,JOLI,BLACK DENIM,YATRA PATTI,MESSENGER,1,UNISEX,ACCESSORIES,BAG,FREE SIZE
3527,06-03-2016,SURYANAMASKAR PRINTED PAPER RED 860006,FS,Design Fly,RED,SURYANAMASKAR,SURYANAMASKAR,1,GREETING,ACCESSORIES,ACCESSORIES,FREE SIZE
3528,06-03-2016,LOVE JAIPUR  LINEN COVER NATURAL,REGULAR,LOVE TRAVEL,NATURAL,4TH EDITION SHRINK WRAP,LOVE JAIPUR,1,UNISEX,STATIONARY,TRAVEL GUIDE,REGULAR
3529,07-03-2016,GHUNGROO BEADED SILVER NEON PINK & INDIGO 8100118,FS,JOLI,NEON PINK & INDIGO,GHUNGROO,GHUNGROO,1,WOMEN,ACCESSORIES,NECKLACE & PENDANT,FREE SIZE
3530,07-03-2016,SPOT IT  BOX PACK NA1500006,FS,Small brown box,NATURAL,ATTAR,SPOT IT,1,WELLNESS,ACCESSORIES,PLAY CARDS & TOYS,FREE SIZE
3531,07-03-2016,asmaani-22  100% handloom cotton pleasted chemise 4000266,S,INJIRI C,pleasted chemise,100% handloom cotton,asmaani-22,1,WOMEN,CLOTHS,DRESS,SMALL
3532,07-03-2016,GAR ND 39  50 % cotton 50% silk  NATURAL 4000579,XS,INJIRI C,NATURAL,SHIRT,GAR ND 39,1,WOMEN,CLOTHS,SHIRT,XS
3533,07-03-2016,asmaani-46  100 % silk NATURAL 4000607,M,INJIRI C,NATURAL,overdyed rangrez,asmaani-46,1,WOMEN,CLOTHS,DRESS,MEDIUM
3534,07-03-2016,24HR DHURRIE BAG 100% COTTON 100% LEATHER NAVY BLUE - BLUE & ECRU 7000764,FS,JAIPUR MODERN,NAVY BLUE - BLUE & ECRU,DIAGONAL CHECKS,24HR DHURRIE BAG,1,UNISEX,ACCESSORIES,BAG,FREE SIZE
3535,07-03-2016,4 point LABROD LABRODITE SILVER 4 point LABROD 95000175,FS,DIANE SINGH,4 point LABROD,4 point LABROD,4 point LABROD,1,WOMEN,ACCESSORIES,NECKLACE & PENDANT,FREE SIZE
3536,07-03-2016,DIAGONAL STEPS 100% COTTON ELECTRIC BLUE 7000381,42 X 42,JAIPUR MODERN,ELECTRIC BLUE,CLAMP DYED,DIAGONAL STEPS,1,HOME,BEDROOM,CUSHION,42 x 42
3537,07-03-2016,KALIEDOSCOPE  BOX PACK NA1500002,FS,Small brown box,NATURAL,ATTAR,KALIEDOSCOPE,2,WELLNESS,ACCESSORIES,PLAY CARDS & TOYS,FREE SIZE
3538,07-03-2016,POMPOM PETS  BOX PACK NA1500005,FS,Small brown box,NATURAL,ATTAR,POMPOM PETS,1,WELLNESS,ACCESSORIES,PLAY CARDS & TOYS,FREE SIZE
3539,07-03-2016,AIR TRAVEL  BOX PACK NA1500010,FS,Small brown box,NATURAL,ATTAR,AIR TRAVEL,1,WELLNESS,ACCESSORIES,PLAY CARDS & TOYS,FREE SIZE
3540,07-03-2016,NEELGAR-22  100% Cotton NATURAL 4000600,M,INJIRI C,NATURAL,FRENCH CHEMISE,NEELGAR-22,1,WOMEN,CLOTHS,DRESS,MEDIUM
3541,07-03-2016,POMPOM PETS  BOX PACK NA1500005,FS,Small brown box,NATURAL,ATTAR,POMPOM PETS,1,WELLNESS,ACCESSORIES,PLAY CARDS & TOYS,FREE SIZE
3542,07-03-2016,MADRAS-33  100% handwoven cotton NATURAL 4000543,L,INJIRI C,NATURAL,DRESS,MADRAS-33,1,WOMEN,CLOTHS,DRESS,LARGE
3543,08-03-2016,asmaani-08  100% handloom cotton prakash qamiz 4000249,M,INJIRI C,prakash qamiz,100% handloom cotton,asmaani-08,1,WOMEN,CLOTHS,SHIRT,MEDIUM
3544,08-03-2016,CHEV CHECK 100% WOOL  BLACK 7001393,180 x 70,JAIPUR MODERN,BLACK,CLAMP DYED WOOL,CHEV CHECK,1,WOMEN,CLOTHS,SCARF,180 x 70
3545,08-03-2016,DIAGONAL CHECKS 100% WOOL  BLACK 7001398,180 x 70,JAIPUR MODERN,BLACK,CLAMP DYED WOOL,DIAGONAL CHECKS,1,WOMEN,CLOTHS,SCARF,180 x 70
3546,08-03-2016,elle 005 925 SILVER elle design 95W0260,54,DIANE SINGH,G amethyste 54,elle design,elle 005,1,WOMEN,ACCESSORIES,RINGS,54
3547,08-03-2016,ESM015 GP 925 SILVER mughal style  95W0266,FS,DIANE SINGH,GOLD,mughal style,ESM015 GP,1,WOMEN,ACCESSORIES,EARRINGS,FREE SIZE
3548,09-03-2016,ROLLON BOTTLE CN ROSE 8610008,6 ML,JAIPUR FRAGRANCES,ROSE,ATTAR,ROLLON BOTTLE,2,UNISEX,HEALTH CARE,ROLLON,6 ML
3549,09-03-2016,STRIPES BLOCKPRINT  COTTON E. BLUE - BROWN,240 X 270,JAIPUR MODERN,E. BLUE - BROWN,BLOCK PRNT,STRIPES BLOCKPRINT,1,HOME,BEDROOM,QUILT,240 X 270
3550,09-03-2016,TOTES BIG DURRI COTT LEATHER MULTI 8100085,FS,JOLI,MULTI,DHURRI,TOTES BIG,1,UNISEX,ACCESSORIES,BAG,FREE SIZE
3551,09-03-2016,TOTES BIG DURRI COTT LEATHER BURGUNDY BLUE 8100087,FS,JOLI,BURGUNDY BLUE,DHURRI,TOTES BIG,1,UNISEX,ACCESSORIES,BAG,FREE SIZE
3552,09-03-2016,TJ 1069 SILK TURQ 8907244058861,L,K.MEHTA,TURQ,SILK IKAT,TJ 1069,1,WOMEN,CLOTHS,TUNIC,LARGE
3553,09-03-2016,asmaani-29  50 % cotton 50% silk handloom yoke dress 4000275,M,INJIRI C,yoke dress,50 % cotton 50% silk handloom,asmaani-29,1,WOMEN,CLOTHS,DRESS,MEDIUM
3554,09-03-2016,LONG CHEETAH 100%PASHMINA ECRU-LIME GREEN-TURQ 7001280,180 x 70,JAIPUR MODERN,ECRU-LIME GREEN-TURQ,100%PASHMINA,LONG CHEETAH,1,UNISEX,CLOTHS,SCARF,180 x 70
3555,09-03-2016,TOTES BIG DURRI COTT LEATHER PURPLE GREY 8100089,FS,JOLI,PURPLE GREY,DHURRI,TOTES BIG,1,UNISEX,ACCESSORIES,BAG,FREE SIZE
3556,09-03-2016,S004 PASHMINA MIDNIGHT 8200040,70 x 185,LOOP DESIGN,Midnight,Structure Basket Pashmina,S004,1,WOMEN,CLOTHS,SCARF,70 x 185
3557,09-03-2016,GRIGRI KEY RING ASSORTED BLUE 8100039,FS,JOLI,BLUE,BIG PP,GRIGRI KEY RING,1,UNISEX,ACCESSORIES,KEY RINGS,FREE SIZE
3558,09-03-2016,ANGOOR DANGLER ASSORTED BLUE 8100043,FS,JOLI,BLUE,ANGOOR,ANGOOR DANGLER,1,UNISEX,ACCESSORIES,DANGLER,FREE SIZE
3559,09-03-2016,CHOTI BRAIDED COTTON CYAN BLUE & ORANGE 8100128,FS,JOLI,CYAN BLUE & ORANGE,CHOTI,CHOTI,1,WOMEN,ACCESSORIES,CLUTCH,FREE SIZE
3560,09-03-2016,ROLLON BOTTLE CN ROSE 8610008,6 ML,JAIPUR FRAGRANCES,ROSE,ATTAR,ROLLON BOTTLE,1,UNISEX,HEALTH CARE,ROLLON,6 ML
3561,09-03-2016,ROLLON BOTTLE CN FRAG DE JAIPUR 8610010,6 ML,JAIPUR FRAGRANCES,FRAG DE JAIPUR,ATTAR,ROLLON BOTTLE,1,UNISEX,HEALTH CARE,ROLLON,6 ML
3562,09-03-2016,ROLLON BOTTLE CN PARFU DE MATIN 8610014,6 ML,JAIPUR FRAGRANCES,PARFU DE MATIN,ATTAR,ROLLON BOTTLE,1,UNISEX,HEALTH CARE,ROLLON,6 ML
3563,09-03-2016,GRIGRI KEY RING ASSORTED ORANGE 8100034,FS,JOLI,orange,GANESH,GRIGRI KEY RING,1,UNISEX,ACCESSORIES,KEY RINGS,FREE SIZE
3564,09-03-2016,GRIGRI KEY RING ASSORTED FUSCHIA 8100036,FS,JOLI,FUSCHIA,GANESH,GRIGRI KEY RING,1,UNISEX,ACCESSORIES,KEY RINGS,FREE SIZE
3565,09-03-2016,asmaani-38  100% handloom cotton NATURAL 4000501,FS,INJIRI C,NATURAL,rumal,asmaani-38,1,WOMEN,CLOTHS,SCARF,FREE SIZE
3566,09-03-2016,GOYAL CASHMERE (MERINO WOOL) BLENDS GREY 7001439,70 X 180,JAIPUR MODERN,GREY,CHEVRON,GOYAL CASHMERE (MERINO WOOL),2,WOMEN,CLOTHS,SCARF,70 X 180
3567,09-03-2016,SS14_85  100%COTTON NATURAL 4000433,L,INJIRI C,NATURAL,FRENCH CHEMISE,SS14_85,1,WOMEN,CLOTHS,DRESS,LARGE
3568,09-03-2016,BLOCK PRINT 100% COTTON WHITE - GREY BLACK RED 7001680,FS,JAIPUR MODERN,WHITE - GREY BLACK RED,KANTHA,BLOCK PRINT,1,WOMEN,CLOTHS,JACKET,FREE SIZE
3569,09-03-2016,CLUTCH EMB COTTON LEATHER GREEN 8100060,FS,JOLI,GREEN,BANJARA,CLUTCH,1,UNISEX,ACCESSORIES,POUCH,FREE SIZE
3570,09-03-2016,asmaani-13  100% handloom cotton front open dress 4000252,M,INJIRI C,front open dress,100% handloom cotton,asmaani-13,1,WOMEN,CLOTHS,DRESS,MEDIUM
3571,09-03-2016,SADA-116  100% Cotton NATURAL 4000532,S,INJIRI C,NATURAL,Luckhnow Dress,SADA-116,1,WOMEN,CLOTHS,DRESS,SMALL
3572,09-03-2016,asmaani-14  50 % cotton 50% silk handloom NATURAL 4000545,S,INJIRI C,NATURAL,jamdani yoke dress,asmaani-14,1,WOMEN,CLOTHS,DRESS,SMALL
3573,09-03-2016,PRINT PIPING 100% COTTON LT BLUE NAVY 7001646,M,JAIPUR MODERN,LT BLUE NAVY,BOX PLEAT,PRINT PIPING,1,MEN,CLOTHS,SHIRT,MEDIUM
3574,09-03-2016,ANCHOR YOKE 100% COTTON ECRU BLACK ANCHOR 7001663,L,JAIPUR MODERN,ECRU BLACK ANCHOR,HANDROLLED YOKE,ANCHOR YOKE,1,MEN,CLOTHS,SHIRT,LARGE
3575,09-03-2016,BEIGE SHADED YOKE 100% COTTON WHITE 7001698,M,JAIPUR MODERN,WHITE,GRADED EMB YOKE,BEIGE SHADED YOKE,1,MEN,CLOTHS,SHIRT,MEDIUM
3576,09-03-2016,GRADED OMBRE DYED 100% LINEN INDIGO 140119,70 X 180,INDIGOS OF INDIA,INDIGO,DIP DYED LINEN,GRADED OMBRE DYED,1,WOMEN,CLOTHS,SCARF,70 X 180
3577,09-03-2016,BASIC JACKET/EKC/42  100% COTTON GREEN1101195,L,11.11,GREEN,100% COTTON,BASIC JACKET/EKC/42,1,MEN,CLOTHS,JACKET,LARGE
3578,09-03-2016,ANCHOR PRINCESS LINE 100% COTTON ECRU BLACK ANCHOR 7001668,XL,JAIPUR MODERN,ECRU BLACK ANCHOR,HANDROLLED PRINCESS LINE,ANCHOR PRINCESS LINE,1,MEN,CLOTHS,SHIRT,XL
3579,09-03-2016,GRADED OMBRE DYED 100% LINEN GREEN 140120,70 X 180,INDIGOS OF INDIA,GREEN,DIP DYED LINEN,GRADED OMBRE DYED,1,WOMEN,CLOTHS,SCARF,70 X 180
3580,09-03-2016,SADA 17  100% Cotton NATURAL 4000503,FS,INJIRI C,NATURAL,scarf,SADA 17,1,WOMEN,CLOTHS,SCARF,FREE SIZE
3581,09-03-2016,BASIC SHIRT/COS/1/ROB/9  60%COTTON 40%SILK WIN11011D249,S,11.11,WIN,60%COTTON 40%SILK,BASIC SHIRT/COS/1/ROB/9,1,WOMEN,CLOTHS,DRESS,SMALL
3582,09-03-2016,LOSAGNE SILK TWILL ORANGE 7001639,L,JAIPUR MODERN,orange,SILK TWILL CLAMP DYED,LOSAGNE,1,WOMEN,CLOTHS,TOP,LARGE
3583,09-03-2016,SILVER PLATED  BRASS KN006,FS,KICHU,KN006,SHRK TOOTH,SILVER PLATED,1,WOMEN,ACCESSORIES,NECKLACE & PENDANT,FREE SIZE
3584,09-03-2016,BANDHANI PANT/KC/1/AOB/9  100% COTTON WIN11011D235,M,11.11,WIN,100% COTTON,BANDHANI PANT/KC/1/AOB/9,1,WOMEN,CLOTHS,DRESS,MEDIUM
3585,09-03-2016,FW15 - D3Ganga Dress with Tassel front1200115,M,RASHMIVARMA,BLACK,Ganga Dress with Tassel front,FW15 - D3,1,WOMEN,CLOTHS,DRESS,MEDIUM
3586,09-03-2016,COTTON KOTA DORIYA  COTTON KOTA DORIYA GREY   BLACK 7000571,38,JAIPUR MODERN,GREY   BLACK,DIAGONAL CHECK,COTTON KOTA DORIYA,1,WOMEN,CLOTHS,DRESS,38
3587,09-03-2016,LARGE CHEVRON 100% WOOL  INDIGO 7001395,180 x 70,JAIPUR MODERN,INDIGO,CLAMP DYED WOOL,LARGE CHEVRON,1,WOMEN,CLOTHS,SCARF,180 x 70
3588,09-03-2016,SHIRT MERAKI/COS/2/CLM011  60%COTTON 40%SILK WIN11011D226,M,11.11,WIN,60%COTTON 40%SILK,SHIRT MERAKI/COS/2/CLM011,1,WOMEN,CLOTHS,DRESS,MEDIUM
3589,09-03-2016,GAR ND 33  100% COTTON NATURAL 4000596,L,INJIRI C,NATURAL,SHIRT,GAR ND 33,1,WOMEN,CLOTHS,SHIRT,LARGE
3590,09-03-2016,GOYAL CASHMERE STRIPE(MERINO WOOL) GOYAL CASHMERE STRIPE(MERINO WOOL) GREY 7001480,89 X 180,JAIPUR MODERN,GREY,LEOPARD BORDER,GOYAL CASHMERE STRIPE(MERINO W,1,WOMEN,CLOTHS,SCARF,89 X 180
3591,09-03-2016,GAR ND-53  100 % cotton khadi NATURAL 4000530,M,INJIRI C,NATURAL,paijama,GAR ND-53,1,WOMEN,CLOTHS,PAIJAMA,MEDIUM
3592,09-03-2016,GOYAL CASHMERE STRIPE(MERINO WOOL) GOYAL CASHMERE STRIPE(MERINO WOOL) CAMEL 7001481,90 X 180,JAIPUR MODERN,Camel,LEOPARD BORDER,GOYAL CASHMERE STRIPE(MERINO W,2,WOMEN,CLOTHS,SCARF,90 X 180
3593,09-03-2016,asmaani-29  50 % cotton 50% silk handloom yoke dress 4000276,L,INJIRI C,yoke dress,50 % cotton 50% silk handloom,asmaani-29,1,WOMEN,CLOTHS,DRESS,LARGE
3594,09-03-2016,REBARI-24  100% Cotton WHITE 4000460,M,INJIRI C,WHITE,TILAK,REBARI-24,1,WOMEN,CLOTHS,DRESS,MEDIUM
3595,09-03-2016,FW15_09  dress NATURAL 4000576,M,INJIRI C,NATURAL,tagai sleeve victoria,FW15_09,1,WOMEN,CLOTHS,SHIRT,MEDIUM
3596,10-03-2016,CHEVRON  MULTI 01,FS,JAIPUR MODERN,MULTI 01,DORI WORK,CHEVRON,1,UNISEX,ACCESSORIES,CLUTCH,FREE SIZE
