,Date,Item,Size,Brand,Color,Design,Style,Qty,Department,Product Category,product,size
0,02-04-2014,MERINO WOOL EMBROIDERY GREY-BLACK,FS,JAIPUR MODERN,GREY-BLACK,EMBROIDERY,MERINO WOOL EMBROIDERY GREY-BL,1,UNISEX,CLOTHS,SCARF,FREE SIZE
1,02-04-2014,PASHMINA WEAVING OFFWHITE- MULTI 1,FS,JAIPUR MODERN,OFFWHITE- MULTI 1,WEAVING,PASHMINA WEAVING OFFWHITE- MUL,1,UNISEX,CLOTHS,SCARF,FREE SIZE
2,02-04-2014,PASHMINA WEAVING NATURAL- MULTI 2,FS,JAIPUR MODERN,NATURAL- MULTI 2,WEAVING,PASHMINA WEAVING NATURAL- MULT,1,UNISEX,CLOTHS,SCARF,FREE SIZE
3,02-04-2014,PASHMINA WEAVING OFF WHITE-  BLUE- LIGHT BLUE,FS,JAIPUR MODERN,OFF WHITE-  BLUE- LIGHT BLUE,WEAVING,PASHMINA WEAVING OFF WHITE-  B,1,UNISEX,CLOTHS,SCARF,FREE SIZE
4,02-04-2014,STYLE 05 S. INDIGO- BROWN,FS,JAIPUR MODERN,S. INDIGO- BROWN,ATTAR,STYLE 05,1,UNISEX,ACCESSORIES,BAG,FREE SIZE
5,02-04-2014,STYLE 08 MULTICOLORED RED,FS,JAIPUR MODERN,MULTICOLORED RED,ATTAR,STYLE 08,1,UNISEX,ACCESSORIES,BAG,FREE SIZE
6,02-04-2014,NPS140ARGCHC,FS,ZARiiN,NATURAL,MARK OF IMMORTAL,NPS140ARGCHC,1,WOMEN,ACCESSORIES,NECKLACE & PENDANT,FREE SIZE
7,02-04-2014,RS005RQ,FS,ZARiiN,NATURAL,THE STUNNER,RS005RQ,1,WOMEN,ACCESSORIES,RINGS,FREE SIZE
8,03-04-2014,SS14-T6 BLACK,S,RASHMIVARMA,BLACK,Odhni V neck top,SS14-T6,1,WOMEN,CLOTHS,TOP,SMALL
9,03-04-2014,SS14-T6 WHITE,S,RASHMIVARMA,WHITE,Odhni V neck top,SS14-T6,1,WOMEN,CLOTHS,TOP,SMALL
10,03-04-2014,RB09991056001 RB-09/9 x 9 NEWSPRINT BLOCK - PLAIN,200,RUBBERBAND,RB-09/9 x 9 NEWSPRINT BLOCK -,ATTAR,RB09991056001,1,WELLNESS,CLOTHS,STATIONARY,200
11,03-04-2014,RB17251130622 RB-17/B5-KRAFT CARD - NATURAL - RULED - PACK OF 2,64,RUBBERBAND,RB-17/B5-KRAFT CARD - NATURAL,ATTAR,RB17251130622,1,WELLNESS,CLOTHS,STATIONARY,64
12,03-04-2014,RB32181030741  CANVAS NATURAL PLAIN,160,RUBBERBAND,NATURAL PLAIN,REGULAR,RB32181030741,2,WELLNESS,CLOTHS,STATIONARY,160
13,03-04-2014,RB25151748651 RB-25/ WINE JOURNAL,FS,RUBBERBAND,RB-25/ WINE JOURNAL,ATTAR,RB25151748651,1,WELLNESS,CLOTHS,STATIONARY,FREE SIZE
14,03-04-2014,IKAT GRID COTTON BLACK-MULTI,215x230,JAIPUR MODERN,BLACK-MULTI,IKAT,IKAT GRID,1,UNISEX,BEDROOM,QUILT,215x230
15,03-04-2014,MEN WALLET 1 BEADS MULTI,FS,JAIPUR MODERN,BEADS MULTI,EMBRODERY,MEN WALLET 1,1,MEN,ACCESSORIES,WALLET,FREE SIZE
16,04-04-2014,NPS029BL,FS,ZARiiN,NATURAL,ATTAR,NPS029BL,1,WOMEN,ACCESSORIES,NECKLACE & PENDANT,FREE SIZE
17,04-04-2014,M CASHMERE SHIBORI AURORA RED C,FS,JAIPUR MODERN,AURORA RED C,SHIBORI,M CASHMERE SHIBORI AURORA RED,1,WOMEN,CLOTHS,SCARF,FREE SIZE
18,04-04-2014,MODAL  SHIBORI COLOR 03,FS,JAIPUR MODERN,COLOR 03,SHIBORI,MODAL  SHIBORI COLOR 03,1,WOMEN,CLOTHS,SCARF,FREE SIZE
19,05-04-2014,SAADA-19 WHITE - RED,M,INJIRI,WHITE - RED,SAADA-19,ROLLON BOTTLE,1,WOMEN,CLOTHS,CHEMISE,MEDIUM
20,05-04-2014,ABHO-33 OLD PINK,M,INJIRI,OLD PINK,ABHO-33,ABHO-33,1,WOMEN,ACCESSORIES,TILAK,MEDIUM
21,05-04-2014,PASHMINA HAND PAINTED-EMBROIDERED,FS,JAIPUR MODERN,NATURAL,HAND PAINTED-EMBROIDERED,PASHMINA HAND PAINTED-EMBROID,3,UNISEX,CLOTHS,SCARF,FREE SIZE
22,05-04-2014,SHAWL HAND PAINTED-EMBROIDERED,FS,JAIPUR MODERN,NATURAL,HAND PAINTED-EMBROIDERED,SHAWL HAND PAINTED-EMBROIDERED,1,UNISEX,CLOTHS,SHAWL,FREE SIZE
23,06-04-2014,STD WEAVING - EMBROIDERY NATURAL- GREY- WHITE,FS,JAIPUR MODERN,NATURAL- GREY- WHITE,WEAVING - EMBROIDERY,STD WEAVING - EMBROIDERY NATUR,1,UNISEX,CLOTHS,SCARF,FREE SIZE
24,06-04-2014,KINARI 52 LIGHT BLUE,M,INJIRI,LIGHT BLUE,VICTORIA SHIRT,KINARI 52,1,WOMEN,CLOTHS,DRESS,MEDIUM
25,08-04-2014,BUTTERFLY KURTA YELLOW,M,OH LA LA,YELLOW,I NECK,BUTTERFLY,1,WOMEN,CLOTHS,KURTA,MEDIUM
26,08-04-2014,BUTTERFLY KURTA PURPLE,M,OH LA LA,PURPLE,I NECK,BUTTERFLY,1,WOMEN,CLOTHS,KURTA,MEDIUM
27,08-04-2014,BUTTERFLY KURTA GREEN,M,OH LA LA,GREEN,I NECK,BUTTERFLY,1,WOMEN,CLOTHS,KURTA,MEDIUM
28,08-04-2014,BUTTERFLY KURTA PINK,M,OH LA LA,PINK,I NECK,BUTTERFLY,1,WOMEN,CLOTHS,KURTA,MEDIUM
29,08-04-2014,NEW RIDER TEA ROSE,M,11.11,TEA ROSE,KHADI COTTON,NEW RIDER,-1,WOMEN,CLOTHS,SHIRT,MEDIUM
30,08-04-2014,CH 16 BLUE,S,INJIRI,BLUE,LAL KANI IKAT SMOKE,CH 16,1,WOMEN,CLOTHS,DRESS,SMALL
31,08-04-2014,STYLE 1 KURTA MENS VIOLET,M,OH LA LA,VIOLET,MENDARIN,STYLE 1,1,MEN,CLOTHS,KURTA,MEDIUM
32,08-04-2014,STYLE 1 KURTA MENS WHITE,M,OH LA LA,WHITE,MENDARIN,STYLE 1,1,MEN,CLOTHS,KURTA,MEDIUM
33,08-04-2014,TJ-682FUSHIA,L,K.MEHTA,FUSHIA,ATTAR,TJ-682,1,WOMEN,CLOTHS,DGELLABA,LARGE
34,08-04-2014,STD WEAVING - EMBROIDERY NATURAL- BLUE- WHITE,FS,JAIPUR MODERN,NATURAL- BLUE- WHITE,WEAVING - EMBROIDERY,STD WEAVING - EMBROIDERY NATUR,1,UNISEX,CLOTHS,SCARF,FREE SIZE
35,08-04-2014,BUTTERFLY KURTA GREY,L,OH LA LA,GREY,I NECK,BUTTERFLY,1,WOMEN,CLOTHS,KURTA,LARGE
36,08-04-2014,SMOKING PANT PANTS PINK,L,OH LA LA,PINK,PANTS,SMOKING PANT,1,WOMEN,CLOTHS,PANTS,LARGE
37,08-04-2014,SMOKING PANT PANTS GREY,L,OH LA LA,GREY,PANTS,SMOKING PANT,1,WOMEN,CLOTHS,PANTS,LARGE
38,09-04-2014,RB17161230642 RB-17/A6 - GREY CARD - NATURAL - CHECKS - PACK OF 2,64,RUBBERBAND,RB-17/A6 - GREY CARD - NATURAL,ATTAR,RB17161230642,1,WELLNESS,CLOTHS,STATIONARY,64
39,09-04-2014,RB18151230621 RB-18/A5- PAD - KRAFT CARD - NATURAL - CHECKS,70,RUBBERBAND,RB-18/A5- PAD - KRAFT CARD - N,ATTAR,RB18151230621,1,WELLNESS,CLOTHS,STATIONARY,70
40,09-04-2014,BUTTERFLY KURTA RED,L,OH LA LA,RED,I NECK,BUTTERFLY,1,WOMEN,CLOTHS,KURTA,LARGE
41,09-04-2014,BUTTERFLY KURTA PURPLE,L,OH LA LA,PURPLE,I NECK,BUTTERFLY,1,WOMEN,CLOTHS,KURTA,LARGE
42,09-04-2014,RB06151032601 RB-06-A5/PU Black - TURQUOISE BLEU - PLAIN,192,RUBBERBAND,RB-06-A5/PU Black - TURQUOISE,ATTAR,RB06151032601,1,WELLNESS,CLOTHS,STATIONARY,192
43,09-04-2014,SLIM  PANT PAYJAMAS BLACK,L,OH LA LA,BLACK,PANTS,SLIM  PANT,1,WOMEN,CLOTHS,PAIJAMA,LARGE
44,10-04-2014,RB09991056001 RB-09/9 x 9 NEWSPRINT BLOCK - PLAIN,200,RUBBERBAND,RB-09/9 x 9 NEWSPRINT BLOCK -,ATTAR,RB09991056001,1,WELLNESS,CLOTHS,STATIONARY,200
45,10-04-2014,MODAL - CASHMERE HAND INDIGO- TAMIL NADU INDIGO,FS,JAIPUR MODERN,INDIGO,HAND INDIGO- TAMIL NADU,MODAL - CASHMERE HAND INDIGO-,1,UNISEX,CLOTHS,SCARF,FREE SIZE
46,10-04-2014,V NECK  LIGHT BLUE,M,JAIPUR MODERN,LIGHT BLUE,ATTAR,V NECK,1,MEN,CLOTHS,T-SHIRTS,MEDIUM
47,10-04-2014,MODAL  SHIBORI COLOR 01,FS,JAIPUR MODERN,COLOR 01,SHIBORI,MODAL  SHIBORI COLOR 01,1,WOMEN,CLOTHS,SCARF,FREE SIZE
48,10-04-2014,RB06161038601 RB-06/A6 PU - BLACK - ORANGE - PLAIN,208,RUBBERBAND,RB-06/A6 PU - BLACK - ORANGE -,ATTAR,RB06161038601,1,WELLNESS,CLOTHS,STATIONARY,208
49,10-04-2014,ORIGAMI COTT. 20S INDIGO- WHITE,150 BY 150,JAIPUR MODERN,INDIGO- WHITE,CLAMP DYEING,ORIGAMI,1,UNISEX,HOME DECOR,TABLE COVER,150 X 150
50,11-04-2014,TJ-675PURPLE,M,K.MEHTA,PURPLE,ATTAR,TJ-675,1,WOMEN,CLOTHS,DGELLABA,MEDIUM
51,11-04-2014,STD WEAVING - EMBROIDERY NATURAL- BLUE- WHITE,FS,JAIPUR MODERN,NATURAL- BLUE- WHITE,WEAVING - EMBROIDERY,STD WEAVING - EMBROIDERY NATUR,-1,UNISEX,CLOTHS,SCARF,FREE SIZE
52,11-04-2014,SUNDUST BLACK BASE/ WHITE DOTS,M,11.11,BLACK BASE/ WHITE DOTS,COTTON SILK,SUNDUST,1,WOMEN,CLOTHS,SHIRT,MEDIUM
53,11-04-2014,MODAL - CASHMERE HAND INDIGO- TAMIL NADU INDIGO,FS,JAIPUR MODERN,INDIGO,HAND INDIGO- TAMIL NADU,MODAL - CASHMERE HAND INDIGO-,1,UNISEX,CLOTHS,SCARF,FREE SIZE
54,11-04-2014,FANCY BELT BLACK - ORANGE,M,JAIPUR MODERN,BLACK - ORANGE,FANCY LEATHER,FANCY BELT,1,UNISEX,ACCESSORIES,BELT,MEDIUM
55,11-04-2014,V NECK INDIGO,M,JAIPUR MODERN,INDIGO,ATTAR,V NECK,1,MEN,CLOTHS,T-SHIRTS,MEDIUM
56,12-04-2014,M. CASHMERE LOSAGNES CLAMP DYEING INDIGO,FS,JAIPUR MODERN,INDIGO,LOSAGNES CLAMP DYEING,M. CASHMERE LOSAGNES CLAMP DYE,1,UNISEX,CLOTHS,SCARF,FREE SIZE
57,12-04-2014,TJ-682FUSHIA,L,K.MEHTA,FUSHIA,ATTAR,TJ-682,-1,WOMEN,CLOTHS,DGELLABA,LARGE
58,12-04-2014,INDIGO-02 RED RED,M,INJIRI,RED,INDIGO-02 RED,ROLLON BOTTLE,1,WOMEN,CLOTHS,SHIRT,MEDIUM
59,12-04-2014,CHEVRON  BLK- GRY- WHITE,FS,JAIPUR MODERN,BLK- GRY- WHITE,DORI WORK,CHEVRON,1,UNISEX,ACCESSORIES,CLUTCH,FREE SIZE
60,13-04-2014,ORIGAMI  COTTON INDIGO,45 X 45,JAIPUR MODERN,INDIGO,CLAMP DYEING,ORIGAMI,1,UNISEX,BEDROOM,CUSHION,45 X 45
61,16-04-2014,RB17251130642 RB-17/B5 - GREY CARD - NATURAL - RULED - PACK OF 2,64,RUBBERBAND,RB-17/B5 - GREY CARD - NATURAL,ATTAR,RB17251130642,1,WELLNESS,CLOTHS,STATIONARY,64
62,17-04-2014,MEN WALLET 1 BEADS MULTI,FS,JAIPUR MODERN,BEADS MULTI,EMBRODERY,MEN WALLET 1,1,MEN,ACCESSORIES,WALLET,FREE SIZE
63,17-04-2014,ETJ-52NAVY,XL,K.MEHTA,NAVY,ATTAR,ETJ-52,1,WOMEN,CLOTHS,TUNIC,XL
64,17-04-2014,RB17161230642 RB-17/A6 - GREY CARD - NATURAL - CHECKS - PACK OF 2,64,RUBBERBAND,RB-17/A6 - GREY CARD - NATURAL,ATTAR,RB17161230642,1,WELLNESS,CLOTHS,STATIONARY,64
65,17-04-2014,MODAL - CASHMERE HAND INDIGO- TAMIL NADU INDIGO,FS,JAIPUR MODERN,INDIGO,HAND INDIGO- TAMIL NADU,MODAL - CASHMERE HAND INDIGO-,1,UNISEX,CLOTHS,SCARF,FREE SIZE
66,17-04-2014,100 % WOOL CLAMP DYEING GREY- INDIGO A,FS,JAIPUR MODERN,GREY- INDIGO A,CLAMP DYEING,100 % WOOL CLAMP DYEING GREY-,1,UNISEX,CLOTHS,SCARF,FREE SIZE
67,17-04-2014,100 % WOOL CLAMP DYEING GREY- INDIGO 1,FS,JAIPUR MODERN,GREY- INDIGO 1,CLAMP DYEING,100 % WOOL CLAMP DYEING GREY-,1,UNISEX,CLOTHS,SCARF,FREE SIZE
68,17-04-2014,100 % WOOL CLAMP DYEING GREY- INDIGO C,FS,JAIPUR MODERN,GREY- INDIGO C,CLAMP DYEING,100 % WOOL CLAMP DYEING GREY-,2,UNISEX,CLOTHS,SCARF,FREE SIZE
69,17-04-2014,M. CASHMERE VERTICAL CLAMP INDIGO,FS,JAIPUR MODERN,INDIGO,VERTICAL CLAMP,M. CASHMERE VERTICAL CLAMP IND,1,UNISEX,CLOTHS,SCARF,FREE SIZE
70,17-04-2014,M. CASHMERE LOSAGNES CLAMP DYEING INDIGO,FS,JAIPUR MODERN,INDIGO,LOSAGNES CLAMP DYEING,M. CASHMERE LOSAGNES CLAMP DYE,1,UNISEX,CLOTHS,SCARF,FREE SIZE
71,17-04-2014,SHIBORI DOTS COTT. 20S INDIGO- WHITE,150 BY 150,JAIPUR MODERN,INDIGO- WHITE,CLAMP DYEING,SHIBORI DOTS,2,UNISEX,HOME DECOR,TABLE COVER,150 X 150
72,17-04-2014,CUSHION 1  COTTON DARK WAVE,42 X 42,JAIPUR MODERN,DARK WAVE,BLOCK PRINTING,CUSHION 1,1,UNISEX,BEDROOM,CUSHION,42 x 42
73,17-04-2014,CUSHION 2  COTTON DARK WAVE,42 X 42,JAIPUR MODERN,DARK WAVE,BLOCK PRINTING,CUSHION 2,1,UNISEX,BEDROOM,CUSHION,42 x 42
74,17-04-2014,CUSHION 3  COTTON DARK WAVE,42 X 42,JAIPUR MODERN,DARK WAVE,BLOCK PRINTING,CUSHION 3,1,UNISEX,BEDROOM,CUSHION,42 x 42
75,17-04-2014,CUSHION 4  COTTON DARK WAVE,42 X 42,JAIPUR MODERN,DARK WAVE,BLOCK PRINTING,CUSHION 4,1,UNISEX,BEDROOM,CUSHION,42 x 42
76,17-04-2014,IKAT BLOCKS COTT. RUST,150 BY 150,JAIPUR MODERN,RUST,IKAT,IKAT BLOCKS,1,UNISEX,HOME DECOR,TABLE COVER,150 X 150
77,17-04-2014,WAVES COTTON DARK WAVES,220 X 240,JAIPUR MODERN,DARK WAVES,BLOCK PRNT,WAVES,1,UNISEX,BEDROOM,BED COVER,220 X 240
78,17-04-2014,BORA BORA LARGE ASSORTED,FS,JAIPUR MODERN,ASSORTED,WEAVE,BORA BORA LARGE,1,WOMEN,ACCESSORIES,BAG,FREE SIZE
79,18-04-2014,M. CASHMERE LOSAGNES CLAMP DYEING INDIGO,FS,JAIPUR MODERN,INDIGO,LOSAGNES CLAMP DYEING,M. CASHMERE LOSAGNES CLAMP DYE,1,UNISEX,CLOTHS,SCARF,FREE SIZE
80,18-04-2014,BREEZE KURTA PURPLE,S,OH LA LA,PURPLE,V NECK,BREEZE,1,WOMEN,CLOTHS,KURTA,SMALL
81,18-04-2014,V NECK  LIGHT BLUE,M,JAIPUR MODERN,LIGHT BLUE,ATTAR,V NECK,1,MEN,CLOTHS,T-SHIRTS,MEDIUM
82,20-04-2014,SS13-D6 BLACK,M,RASHMIVARMA,BLACK,Andhra Dress Knit,SS13-D6,1,WOMEN,CLOTHS,KNIT,MEDIUM
83,20-04-2014,SS14-T7 RED,S,RASHMIVARMA,RED,Odhni Trapeze top,SS14-T7,1,WOMEN,CLOTHS,TOP,SMALL
84,20-04-2014,FANCY BELT BLACK - PINK,L,JAIPUR MODERN,BLACK - PINK,FANCY LEATHER,FANCY BELT,1,UNISEX,ACCESSORIES,BELT,LARGE
85,20-04-2014,VERTICAL VIBRATION BLACK,FS,JAIPUR MODERN,BLACK,ATTAR,VERTICAL VIBRATION,1,WOMEN,ACCESSORIES,POUCH,FREE SIZE
86,20-04-2014,LOSAGNES  COTTON ECRU-BLUE,45 X 45,JAIPUR MODERN,ECRU-BLUE,IKAT,LOSAGNES,1,UNISEX,BEDROOM,CUSHION,45 X 45
87,21-04-2014,RB17151042632 RB-17/A5 BLACKCARD - SO+TB - PLAIN - PACK OF 2,64,RUBBERBAND,RB-17/A5 BLACKCARD - SO+TB - P,ATTAR,RB17151042632,1,WELLNESS,CLOTHS,STATIONARY,64
88,21-04-2014,MODAL - CASHMERE HAND INDIGO- TAMIL NADU INDIGO,FS,JAIPUR MODERN,INDIGO,HAND INDIGO- TAMIL NADU,MODAL - CASHMERE HAND INDIGO-,2,UNISEX,CLOTHS,SCARF,FREE SIZE
89,21-04-2014,STYLE 04 TURQ- BROWN,FS,JAIPUR MODERN,TURQ- BROWN,ATTAR,STYLE 04,1,UNISEX,ACCESSORIES,BAG,FREE SIZE
90,21-04-2014,PATCH WORK  COTTON -CANVAS SHADOWS OF INDIGO,42 X 42,JAIPUR MODERN,SHADOWS OF INDIGO,HAND DYED AND PATCHED,PATCH WORK,4,UNISEX,BEDROOM,CUSHION,42 x 42
91,21-04-2014,SS14-K1 RED,M,RASHMIVARMA,RED,Abho Kaftan,SS14-K1,1,WOMEN,CLOTHS,KAFTAN,MEDIUM
92,21-04-2014,RS072GCH,FS,ZARiiN,NATURAL,ROYAL CITY,RS072GCH,1,WOMEN,ACCESSORIES,RINGS,FREE SIZE
93,22-04-2014,ABHO-02 RED CHECK RED,S,INJIRI,RED,ABHO-02 RED CHECK,ABHO-02 RED CHECK,1,WOMEN,CLOTHS,DRESS,SMALL
94,25-04-2014,IKAT BLOCKS COTT. 20S PINKS,150 BY 150,JAIPUR MODERN,PINKS,CLAMP DYEING,IKAT BLOCKS,1,UNISEX,HOME DECOR,TABLE COVER,150 X 150
95,25-04-2014,FANCY BELT BLACK - PINK,L,JAIPUR MODERN,BLACK - PINK,FANCY LEATHER,FANCY BELT,1,UNISEX,ACCESSORIES,BELT,LARGE
96,25-04-2014,FLORAL ART TURQUOISE WEAVE,FS,JAIPUR MODERN,TURQUOISE,WEAVE,FLORAL ART,1,WOMEN,ACCESSORIES,POUCH,FREE SIZE
97,26-04-2014,BORA BORA LARGE ASSORTED,FS,JAIPUR MODERN,ASSORTED,WEAVE,BORA BORA LARGE,1,WOMEN,ACCESSORIES,BAG,FREE SIZE
98,26-04-2014,STYLE 08 IN POUCH MULTICOLORED RED,FS,JAIPUR MODERN,MULTICOLORED RED,FANCY LEATHER,STYLE 08 IN POUCH,1,UNISEX,ACCESSORIES,POUCH,FREE SIZE
99,26-04-2014,GN-75 BLUE - YELLOW,M,INJIRI,BLUE - YELLOW,GN-75,GN-75,1,WOMEN,CLOTHS,SHIRT,MEDIUM
100,26-04-2014,KU-GY  COTTON GREY,M,JAIPUR MODERN,GREY,EMBROIDERY,KU-GY,1,WOMEN,CLOTHS,KURTA,MEDIUM
101,26-04-2014,BUTTERFLY KURTA GREY,L,OH LA LA,GREY,I NECK,BUTTERFLY,1,WOMEN,CLOTHS,KURTA,LARGE
102,26-04-2014,RB14001130653 RB-14/85x145mm LINEN RED/PURPLE/BLACK -NATURAL RULED,FS,RUBBERBAND,RB-14/85x145mm LINEN RED/PURPL,ATTAR,RB14001130653,1,WELLNESS,CLOTHS,STATIONARY,FREE SIZE
103,01-05-2014,CHECKS  COTTON INDIGO,45 X 45,JAIPUR MODERN,INDIGO,CLAMP DYEING,CHECKS,1,UNISEX,BEDROOM,CUSHION,45 X 45
104,01-05-2014,ZIG ZAG STRIPES  100 % LINEN  RED,42 X 42,JAIPUR MODERN,RED,CLAMP DYEING,ZIG ZAG STRIPES,1,UNISEX,BEDROOM,CUSHION,42 x 42
105,01-05-2014,ORIGAMI  COTTON INDIGO,45 X 45,JAIPUR MODERN,INDIGO,CLAMP DYEING,ORIGAMI,1,UNISEX,BEDROOM,CUSHION,45 X 45
106,01-05-2014,BIG STRIPES  COTTON WHITE - INDIGO,42 X 42,JAIPUR MODERN,WHITE - INDIGO,CLAMP DYEING,BIG STRIPES,1,UNISEX,BEDROOM,CUSHION,42 x 42
107,01-05-2014,IKAT BLOCKS COTT. RUST SMALL,45 X 45( 4 PCS),JAIPUR MODERN,RUST SMALL,IKAT,IKAT BLOCKS,2,UNISEX,KITCHEN,NAPKIN,45 X 45
108,01-05-2014,COLLAR SMALL BLACK-SILVER,FS,JAIPUR MODERN,BLACK-SILVER,SHIRT,COLLAR SMALL,1,WOMEN,CLOTHS,COLLAR,FREE SIZE
109,01-05-2014,FANCY BELT BLACK - BLUE,L,JAIPUR MODERN,BLACK - BLUE,FANCY LEATHER,FANCY BELT,1,UNISEX,ACCESSORIES,BELT,LARGE
110,01-05-2014,KU-BK  COTTON BLACK,M,JAIPUR MODERN,BLACK,EMBROIDERY,KU-BK,1,WOMEN,CLOTHS,KURTA,MEDIUM
111,03-05-2014,OLGA,F,VALLIYAN,NATURAL,ATTAR,OLGA ANKLET  - BRACELET,1,WOMEN,ACCESSORIES,BRACELETTES,FREE SIZE
112,04-05-2014,KU-BK  COTTON BLACK,S,JAIPUR MODERN,BLACK,EMBROIDERY,KU-BK,1,WOMEN,CLOTHS,KURTA,SMALL
113,05-05-2014,RB06161036601 RB-06/A6 PU - BLACK - YELLOW - PLAIN,208,RUBBERBAND,RB-06/A6 PU - BLACK - YELLOW -,ATTAR,RB06161036601,1,WELLNESS,CLOTHS,STATIONARY,208
114,05-05-2014,RB06161037601 RB-06/A6 PU - BLACK - PINK - PLAIN,208,RUBBERBAND,RB-06/A6 PU - BLACK - PINK - P,ATTAR,RB06161037601,1,WELLNESS,CLOTHS,STATIONARY,208
115,05-05-2014,RB06161038601 RB-06/A6 PU - BLACK - ORANGE - PLAIN,208,RUBBERBAND,RB-06/A6 PU - BLACK - ORANGE -,ATTAR,RB06161038601,1,WELLNESS,CLOTHS,STATIONARY,208
116,05-05-2014,RB06161039601 RB-06/A6 PU - BLACK - GREEN - PLAIN,208,RUBBERBAND,RB-06/A6 PU - BLACK - GREEN -,ATTAR,RB06161039601,1,WELLNESS,CLOTHS,STATIONARY,208
117,06-05-2014,MODAL - CASHMERE HAND INDIGO- TAMIL NADU INDIGO,FS,JAIPUR MODERN,INDIGO,HAND INDIGO- TAMIL NADU,MODAL - CASHMERE HAND INDIGO-,1,UNISEX,CLOTHS,SCARF,FREE SIZE
118,06-05-2014,M CASHMERE SHIBORI PERSIMMON ORANGE A,FS,JAIPUR MODERN,PERSIMMON ORANGE A,SHIBORI,M CASHMERE SHIBORI PERSIMMON O,1,WOMEN,CLOTHS,SCARF,FREE SIZE
119,06-05-2014,100% COTTON CHIKANKARI PINK,FS,JAIPUR MODERN,PINK,CHIKANKARI,100% COTTON CHIKANKARI PINK,1,WOMEN,CLOTHS,SCARF,FREE SIZE
120,06-05-2014,100% COTTON CHIKANKARI INDIGO,FS,JAIPUR MODERN,INDIGO,CHIKANKARI,100% COTTON CHIKANKARI INDIGO,1,WOMEN,CLOTHS,SCARF,FREE SIZE
121,07-05-2014,STRAIGHT  CPR/STP26/29,M,11.11,CPR/STP26/29,BLOCK PRINT,STRAIGHT,1,WOMEN,CLOTHS,TOP,MEDIUM
122,07-05-2014,TJ-676FUSHIA,L,K.MEHTA,FUSHIA,ATTAR,TJ-676,1,WOMEN,CLOTHS,TUNIC,LARGE
123,07-05-2014,INDIGO-02 BLUE,S,INJIRI,BLUE,INDIGO-02,ROLLON BOTTLE,1,WOMEN,CLOTHS,SHIRT,SMALL
124,07-05-2014,STYLE 01  INDIGO- BROWN,FS,JAIPUR MODERN,INDIGO- BROWN,ATTAR,STYLE 01,1,UNISEX,ACCESSORIES,BAG,FREE SIZE
125,07-05-2014,STYLE 04 TURQ- BROWN,FS,JAIPUR MODERN,TURQ- BROWN,ATTAR,STYLE 04,1,UNISEX,ACCESSORIES,BAG,FREE SIZE
126,08-05-2014,CELINE YELLOW,FS,JAIPUR MODERN,YELLOW,ATTAR,CELINE,2,WOMEN,ACCESSORIES,BAG,FREE SIZE
127,08-05-2014,CELINE WOOLEN MULTI,FS,JAIPUR MODERN,WOOLEN MULTI,WOOLEN,CELINE,2,WOMEN,ACCESSORIES,BAG,FREE SIZE
128,09-05-2014,NM/I-S2 NISADI,S,NO - MAD,NISADI,MAHIKA,NM/I-S2,1,UNISEX,HEALTH CARE,INCENSE,SMALL
129,09-05-2014,PASHMINA WEAVING NATURAL- GREEN- BROWN,FS,JAIPUR MODERN,NATURAL- GREEN- BROWN,WEAVING,PASHMINA WEAVING NATURAL- GREE,1,UNISEX,CLOTHS,SCARF,FREE SIZE
130,09-05-2014,KU-BK  COTTON BLACK,M,JAIPUR MODERN,BLACK,EMBROIDERY,KU-BK,1,WOMEN,CLOTHS,KURTA,MEDIUM
131,09-05-2014,BUTTERFLY KURTA RED,M,OH LA LA,RED,I NECK,BUTTERFLY,1,WOMEN,CLOTHS,KURTA,MEDIUM
132,10-05-2014,GUANDOURA DGELLABA PINK,S,OH LA LA,PINK,DGELLABA,GUANDOURA,1,WOMEN,CLOTHS,DGELLABA,SMALL
133,10-05-2014,RB06151031601 RB-06-A5/PU BLACK - CHROME YELLOW- PLAIN,192,RUBBERBAND,RB-06-A5/PU BLACK - CHROME YEL,ATTAR,RB06151031601,1,WELLNESS,CLOTHS,STATIONARY,192
134,10-05-2014,GEORGETTE SHIBORI M. GREEN- LIGHT GREEN,FS,JAIPUR MODERN,M. GREEN- LIGHT GREEN,SHIBORI,GEORGETTE SHIBORI M. GREEN- LI,1,WOMEN,CLOTHS,SCARF,FREE SIZE
135,10-05-2014,CHATHY BAG BROWN,FS,JAIPUR MODERN,BROWN,BLOCK PRINTED,CHATHY BAG,1,UNISEX,ACCESSORIES,BAG,FREE SIZE
136,10-05-2014,FELA CLUTCH INDIGO,F,11.11,INDIGO,WOOL / SUEDE,FELA CLUTCH,1,WOMEN,ACCESSORIES,ACCESSORIES,FREE SIZE
137,10-05-2014,NM/I-S2 NISADI,S,NO - MAD,NISADI,MAHIKA,NM/I-S2,1,UNISEX,HEALTH CARE,INCENSE,SMALL
138,10-05-2014,CHEVRON  MULTI 02,FS,JAIPUR MODERN,MULTI 02,DORI WORK,CHEVRON,1,UNISEX,ACCESSORIES,CLUTCH,FREE SIZE
139,10-05-2014,JAPOBLWOVEPO,FS,JAIPUR MODERN,BLACK - WHITE,ATTAR,VERTICAL VIBRATION,1,WOMEN,ACCESSORIES,POUCH,FREE SIZE
