,Date,Item,Size,Brand,Color,Design,Style,Qty,Department,Product Category,product,size
0,2014-04-02,MERINO WOOL EMBROIDERY GREY-BLACK,FS,JAIPUR MODERN,GREY-BLACK,EMBROIDERY,MERINO WOOL EMBROIDERY GREY-BL,1.0,UNISEX,CLOTHS,SCARF,FREE SIZE
1,2014-04-02,PASHMINA WEAVING OFFWHITE- MULTI 1,FS,JAIPUR MODERN,OFFWHITE- MULTI 1,WEAVING,PASHMINA WEAVING OFFWHITE- MUL,1.0,UNISEX,CLOTHS,SCARF,FREE SIZE
2,2014-04-02,PASHMINA WEAVING NATURAL- MULTI 2,FS,JAIPUR MODERN,NATURAL- MULTI 2,WEAVING,PASHMINA WEAVING NATURAL- MULT,1.0,UNISEX,CLOTHS,SCARF,FREE SIZE
3,2014-04-02,PASHMINA WEAVING OFF WHITE-  BLUE- LIGHT BLUE,FS,JAIPUR MODERN,OFF WHITE-  BLUE- LIGHT BLUE,WEAVING,PASHMINA WEAVING OFF WHITE-  B,1.0,UNISEX,CLOTHS,SCARF,FREE SIZE
4,2014-04-02,STYLE 05 S. INDIGO- BROWN,FS,JAIPUR MODERN,S. INDIGO- BROWN,ATTAR,STYLE 05,1.0,UNISEX,ACCESSORIES,BAG,FREE SIZE
5,2014-04-02,STYLE 08 MULTICOLORED RED,FS,JAIPUR MODERN,MULTICOLORED RED,ATTAR,STYLE 08,1.0,UNISEX,ACCESSORIES,BAG,FREE SIZE
6,2014-04-02,NPS140ARGCHC,FS,ZARiiN,NATURAL,MARK OF IMMORTAL,NPS140ARGCHC,1.0,WOMEN,ACCESSORIES,NECKLACE & PENDANT,FREE SIZE
7,2014-04-02,RS005RQ,FS,ZARiiN,NATURAL,THE STUNNER,RS005RQ,1.0,WOMEN,ACCESSORIES,RINGS,FREE SIZE
8,2014-04-03,SS14-T6 BLACK,S,RASHMIVARMA,BLACK,Odhni V neck top,SS14-T6,1.0,WOMEN,CLOTHS,TOP,SMALL
9,2014-04-03,SS14-T6 WHITE,S,RASHMIVARMA,WHITE,Odhni V neck top,SS14-T6,1.0,WOMEN,CLOTHS,TOP,SMALL
10,2014-04-03,RB09991056001 RB-09/9 x 9 NEWSPRINT BLOCK - PLAIN,200,RUBBERBAND,RB-09/9 x 9 NEWSPRINT BLOCK -,ATTAR,RB09991056001,1.0,WELLNESS,CLOTHS,STATIONARY,200
11,2014-04-03,RB17251130622 RB-17/B5-KRAFT CARD - NATURAL - RULED - PACK OF 2,64,RUBBERBAND,RB-17/B5-KRAFT CARD - NATURAL,ATTAR,RB17251130622,1.0,WELLNESS,CLOTHS,STATIONARY,64
12,2014-04-03,RB32181030741  CANVAS NATURAL PLAIN,160,RUBBERBAND,NATURAL PLAIN,REGULAR,RB32181030741,2.0,WELLNESS,CLOTHS,STATIONARY,160
13,2014-04-03,RB25151748651 RB-25/ WINE JOURNAL,FS,RUBBERBAND,RB-25/ WINE JOURNAL,ATTAR,RB25151748651,1.0,WELLNESS,CLOTHS,STATIONARY,FREE SIZE
14,2014-04-03,IKAT GRID COTTON BLACK-MULTI,215x230,JAIPUR MODERN,BLACK-MULTI,IKAT,IKAT GRID,1.0,UNISEX,BEDROOM,QUILT,215x230
15,2014-04-03,MEN WALLET 1 BEADS MULTI,FS,JAIPUR MODERN,BEADS MULTI,EMBRODERY,MEN WALLET 1,1.0,MEN,ACCESSORIES,WALLET,FREE SIZE
16,2014-04-04,NPS029BL,FS,ZARiiN,NATURAL,ATTAR,NPS029BL,1.0,WOMEN,ACCESSORIES,NECKLACE & PENDANT,FREE SIZE
17,2014-04-04,M CASHMERE SHIBORI AURORA RED C,FS,JAIPUR MODERN,AURORA RED C,SHIBORI,M CASHMERE SHIBORI AURORA RED,1.0,WOMEN,CLOTHS,SCARF,FREE SIZE
18,2014-04-04,MODAL  SHIBORI COLOR 03,FS,JAIPUR MODERN,COLOR 03,SHIBORI,MODAL  SHIBORI COLOR 03,1.0,WOMEN,CLOTHS,SCARF,FREE SIZE
19,2014-04-05,SAADA-19 WHITE - RED,M,INJIRI,WHITE - RED,SAADA-19,ROLLON BOTTLE,1.0,WOMEN,CLOTHS,CHEMISE,MEDIUM
20,2014-04-05,ABHO-33 OLD PINK,M,INJIRI,OLD PINK,ABHO-33,ABHO-33,1.0,WOMEN,ACCESSORIES,TILAK,MEDIUM
21,2014-04-05,PASHMINA HAND PAINTED-EMBROIDERED,FS,JAIPUR MODERN,NATURAL,HAND PAINTED-EMBROIDERED,PASHMINA HAND PAINTED-EMBROID,3.0,UNISEX,CLOTHS,SCARF,FREE SIZE
22,2014-04-05,SHAWL HAND PAINTED-EMBROIDERED,FS,JAIPUR MODERN,NATURAL,HAND PAINTED-EMBROIDERED,SHAWL HAND PAINTED-EMBROIDERED,1.0,UNISEX,CLOTHS,SHAWL,FREE SIZE
23,2014-04-06,STD WEAVING - EMBROIDERY NATURAL- GREY- WHITE,FS,JAIPUR MODERN,NATURAL- GREY- WHITE,WEAVING - EMBROIDERY,STD WEAVING - EMBROIDERY NATUR,1.0,UNISEX,CLOTHS,SCARF,FREE SIZE
24,2014-04-06,KINARI 52 LIGHT BLUE,M,INJIRI,LIGHT BLUE,VICTORIA SHIRT,KINARI 52,1.0,WOMEN,CLOTHS,DRESS,MEDIUM
25,2014-04-08,BUTTERFLY KURTA YELLOW,M,OH LA LA,YELLOW,I NECK,BUTTERFLY,1.0,WOMEN,CLOTHS,KURTA,MEDIUM
26,2014-04-08,BUTTERFLY KURTA PURPLE,M,OH LA LA,PURPLE,I NECK,BUTTERFLY,1.0,WOMEN,CLOTHS,KURTA,MEDIUM
27,2014-04-08,BUTTERFLY KURTA GREEN,M,OH LA LA,GREEN,I NECK,BUTTERFLY,1.0,WOMEN,CLOTHS,KURTA,MEDIUM
28,2014-04-08,BUTTERFLY KURTA PINK,M,OH LA LA,PINK,I NECK,BUTTERFLY,1.0,WOMEN,CLOTHS,KURTA,MEDIUM
29,2014-04-08,NEW RIDER TEA ROSE,M,11.11,TEA ROSE,KHADI COTTON,NEW RIDER,-1.0,WOMEN,CLOTHS,SHIRT,MEDIUM
30,2014-04-08,CH 16 BLUE,S,INJIRI,BLUE,LAL KANI IKAT SMOKE,CH 16,1.0,WOMEN,CLOTHS,DRESS,SMALL
31,2014-04-08,STYLE 1 KURTA MENS VIOLET,M,OH LA LA,VIOLET,MENDARIN,STYLE 1,1.0,MEN,CLOTHS,KURTA,MEDIUM
32,2014-04-08,STYLE 1 KURTA MENS WHITE,M,OH LA LA,WHITE,MENDARIN,STYLE 1,1.0,MEN,CLOTHS,KURTA,MEDIUM
33,2014-04-08,TJ-682FUSHIA,L,K.MEHTA,FUSHIA,ATTAR,TJ-682,1.0,WOMEN,CLOTHS,DGELLABA,LARGE
34,2014-04-08,STD WEAVING - EMBROIDERY NATURAL- BLUE- WHITE,FS,JAIPUR MODERN,NATURAL- BLUE- WHITE,WEAVING - EMBROIDERY,STD WEAVING - EMBROIDERY NATUR,1.0,UNISEX,CLOTHS,SCARF,FREE SIZE
35,2014-04-08,BUTTERFLY KURTA GREY,L,OH LA LA,GREY,I NECK,BUTTERFLY,1.0,WOMEN,CLOTHS,KURTA,LARGE
36,2014-04-08,SMOKING PANT PANTS PINK,L,OH LA LA,PINK,PANTS,SMOKING PANT,1.0,WOMEN,CLOTHS,PANTS,LARGE
37,2014-04-08,SMOKING PANT PANTS GREY,L,OH LA LA,GREY,PANTS,SMOKING PANT,1.0,WOMEN,CLOTHS,PANTS,LARGE
38,2014-04-09,RB17161230642 RB-17/A6 - GREY CARD - NATURAL - CHECKS - PACK OF 2,64,RUBBERBAND,RB-17/A6 - GREY CARD - NATURAL,ATTAR,RB17161230642,1.0,WELLNESS,CLOTHS,STATIONARY,64
39,2014-04-09,RB18151230621 RB-18/A5- PAD - KRAFT CARD - NATURAL - CHECKS,70,RUBBERBAND,RB-18/A5- PAD - KRAFT CARD - N,ATTAR,RB18151230621,1.0,WELLNESS,CLOTHS,STATIONARY,70
40,2014-04-09,BUTTERFLY KURTA RED,L,OH LA LA,RED,I NECK,BUTTERFLY,1.0,WOMEN,CLOTHS,KURTA,LARGE
41,2014-04-09,BUTTERFLY KURTA PURPLE,L,OH LA LA,PURPLE,I NECK,BUTTERFLY,1.0,WOMEN,CLOTHS,KURTA,LARGE
42,2014-04-09,RB06151032601 RB-06-A5/PU Black - TURQUOISE BLEU - PLAIN,192,RUBBERBAND,RB-06-A5/PU Black - TURQUOISE,ATTAR,RB06151032601,1.0,WELLNESS,CLOTHS,STATIONARY,192
43,2014-04-09,SLIM  PANT PAYJAMAS BLACK,L,OH LA LA,BLACK,PANTS,SLIM  PANT,1.0,WOMEN,CLOTHS,PAIJAMA,LARGE
44,2014-04-10,RB09991056001 RB-09/9 x 9 NEWSPRINT BLOCK - PLAIN,200,RUBBERBAND,RB-09/9 x 9 NEWSPRINT BLOCK -,ATTAR,RB09991056001,1.0,WELLNESS,CLOTHS,STATIONARY,200
45,2014-04-10,MODAL - CASHMERE HAND INDIGO- TAMIL NADU INDIGO,FS,JAIPUR MODERN,INDIGO,HAND INDIGO- TAMIL NADU,MODAL - CASHMERE HAND INDIGO-,1.0,UNISEX,CLOTHS,SCARF,FREE SIZE
46,2014-04-10,V NECK  LIGHT BLUE,M,JAIPUR MODERN,LIGHT BLUE,ATTAR,V NECK,1.0,MEN,CLOTHS,T-SHIRTS,MEDIUM
47,2014-04-10,MODAL  SHIBORI COLOR 01,FS,JAIPUR MODERN,COLOR 01,SHIBORI,MODAL  SHIBORI COLOR 01,1.0,WOMEN,CLOTHS,SCARF,FREE SIZE
48,2014-04-10,RB06161038601 RB-06/A6 PU - BLACK - ORANGE - PLAIN,208,RUBBERBAND,RB-06/A6 PU - BLACK - ORANGE -,ATTAR,RB06161038601,1.0,WELLNESS,CLOTHS,STATIONARY,208
49,2014-04-10,ORIGAMI COTT. 20S INDIGO- WHITE,150 BY 150,JAIPUR MODERN,INDIGO- WHITE,CLAMP DYEING,ORIGAMI,1.0,UNISEX,HOME DECOR,TABLE COVER,150 X 150
50,2014-04-11,TJ-675PURPLE,M,K.MEHTA,PURPLE,ATTAR,TJ-675,1.0,WOMEN,CLOTHS,DGELLABA,MEDIUM
51,2014-04-11,STD WEAVING - EMBROIDERY NATURAL- BLUE- WHITE,FS,JAIPUR MODERN,NATURAL- BLUE- WHITE,WEAVING - EMBROIDERY,STD WEAVING - EMBROIDERY NATUR,-1.0,UNISEX,CLOTHS,SCARF,FREE SIZE
52,2014-04-11,SUNDUST BLACK BASE/ WHITE DOTS,M,11.11,BLACK BASE/ WHITE DOTS,COTTON SILK,SUNDUST,1.0,WOMEN,CLOTHS,SHIRT,MEDIUM
53,2014-04-11,MODAL - CASHMERE HAND INDIGO- TAMIL NADU INDIGO,FS,JAIPUR MODERN,INDIGO,HAND INDIGO- TAMIL NADU,MODAL - CASHMERE HAND INDIGO-,1.0,UNISEX,CLOTHS,SCARF,FREE SIZE
54,2014-04-11,FANCY BELT BLACK - ORANGE,M,JAIPUR MODERN,BLACK - ORANGE,FANCY LEATHER,FANCY BELT,1.0,UNISEX,ACCESSORIES,BELT,MEDIUM
55,2014-04-11,V NECK INDIGO,M,JAIPUR MODERN,INDIGO,ATTAR,V NECK,1.0,MEN,CLOTHS,T-SHIRTS,MEDIUM
56,2014-04-12,M. CASHMERE LOSAGNES CLAMP DYEING INDIGO,FS,JAIPUR MODERN,INDIGO,LOSAGNES CLAMP DYEING,M. CASHMERE LOSAGNES CLAMP DYE,1.0,UNISEX,CLOTHS,SCARF,FREE SIZE
57,2014-04-12,TJ-682FUSHIA,L,K.MEHTA,FUSHIA,ATTAR,TJ-682,-1.0,WOMEN,CLOTHS,DGELLABA,LARGE
58,2014-04-12,INDIGO-02 RED RED,M,INJIRI,RED,INDIGO-02 RED,ROLLON BOTTLE,1.0,WOMEN,CLOTHS,SHIRT,MEDIUM
59,2014-04-12,CHEVRON  BLK- GRY- WHITE,FS,JAIPUR MODERN,BLK- GRY- WHITE,DORI WORK,CHEVRON,1.0,UNISEX,ACCESSORIES,CLUTCH,FREE SIZE
60,2014-04-13,ORIGAMI  COTTON INDIGO,45 X 45,JAIPUR MODERN,INDIGO,CLAMP DYEING,ORIGAMI,1.0,UNISEX,BEDROOM,CUSHION,45 X 45
61,2014-04-16,RB17251130642 RB-17/B5 - GREY CARD - NATURAL - RULED - PACK OF 2,64,RUBBERBAND,RB-17/B5 - GREY CARD - NATURAL,ATTAR,RB17251130642,1.0,WELLNESS,CLOTHS,STATIONARY,64
62,2014-04-17,MEN WALLET 1 BEADS MULTI,FS,JAIPUR MODERN,BEADS MULTI,EMBRODERY,MEN WALLET 1,1.0,MEN,ACCESSORIES,WALLET,FREE SIZE
63,2014-04-17,ETJ-52NAVY,XL,K.MEHTA,NAVY,ATTAR,ETJ-52,1.0,WOMEN,CLOTHS,TUNIC,XL
64,2014-04-17,RB17161230642 RB-17/A6 - GREY CARD - NATURAL - CHECKS - PACK OF 2,64,RUBBERBAND,RB-17/A6 - GREY CARD - NATURAL,ATTAR,RB17161230642,1.0,WELLNESS,CLOTHS,STATIONARY,64
65,2014-04-17,MODAL - CASHMERE HAND INDIGO- TAMIL NADU INDIGO,FS,JAIPUR MODERN,INDIGO,HAND INDIGO- TAMIL NADU,MODAL - CASHMERE HAND INDIGO-,1.0,UNISEX,CLOTHS,SCARF,FREE SIZE
66,2014-04-17,100 % WOOL CLAMP DYEING GREY- INDIGO A,FS,JAIPUR MODERN,GREY- INDIGO A,CLAMP DYEING,100 % WOOL CLAMP DYEING GREY-,1.0,UNISEX,CLOTHS,SCARF,FREE SIZE
67,2014-04-17,100 % WOOL CLAMP DYEING GREY- INDIGO 1,FS,JAIPUR MODERN,GREY- INDIGO 1,CLAMP DYEING,100 % WOOL CLAMP DYEING GREY-,1.0,UNISEX,CLOTHS,SCARF,FREE SIZE
68,2014-04-17,100 % WOOL CLAMP DYEING GREY- INDIGO C,FS,JAIPUR MODERN,GREY- INDIGO C,CLAMP DYEING,100 % WOOL CLAMP DYEING GREY-,2.0,UNISEX,CLOTHS,SCARF,FREE SIZE
69,2014-04-17,M. CASHMERE VERTICAL CLAMP INDIGO,FS,JAIPUR MODERN,INDIGO,VERTICAL CLAMP,M. CASHMERE VERTICAL CLAMP IND,1.0,UNISEX,CLOTHS,SCARF,FREE SIZE
70,2014-04-17,M. CASHMERE LOSAGNES CLAMP DYEING INDIGO,FS,JAIPUR MODERN,INDIGO,LOSAGNES CLAMP DYEING,M. CASHMERE LOSAGNES CLAMP DYE,1.0,UNISEX,CLOTHS,SCARF,FREE SIZE
71,2014-04-17,SHIBORI DOTS COTT. 20S INDIGO- WHITE,150 BY 150,JAIPUR MODERN,INDIGO- WHITE,CLAMP DYEING,SHIBORI DOTS,2.0,UNISEX,HOME DECOR,TABLE COVER,150 X 150
72,2014-04-17,CUSHION 1  COTTON DARK WAVE,42 X 42,JAIPUR MODERN,DARK WAVE,BLOCK PRINTING,CUSHION 1,1.0,UNISEX,BEDROOM,CUSHION,42 x 42
73,2014-04-17,CUSHION 2  COTTON DARK WAVE,42 X 42,JAIPUR MODERN,DARK WAVE,BLOCK PRINTING,CUSHION 2,1.0,UNISEX,BEDROOM,CUSHION,42 x 42
74,2014-04-17,CUSHION 3  COTTON DARK WAVE,42 X 42,JAIPUR MODERN,DARK WAVE,BLOCK PRINTING,CUSHION 3,1.0,UNISEX,BEDROOM,CUSHION,42 x 42
75,2014-04-17,CUSHION 4  COTTON DARK WAVE,42 X 42,JAIPUR MODERN,DARK WAVE,BLOCK PRINTING,CUSHION 4,1.0,UNISEX,BEDROOM,CUSHION,42 x 42
76,2014-04-17,IKAT BLOCKS COTT. RUST,150 BY 150,JAIPUR MODERN,RUST,IKAT,IKAT BLOCKS,1.0,UNISEX,HOME DECOR,TABLE COVER,150 X 150
77,2014-04-17,WAVES COTTON DARK WAVES,220 X 240,JAIPUR MODERN,DARK WAVES,BLOCK PRNT,WAVES,1.0,UNISEX,BEDROOM,BED COVER,220 X 240
78,2014-04-17,BORA BORA LARGE ASSORTED,FS,JAIPUR MODERN,ASSORTED,WEAVE,BORA BORA LARGE,1.0,WOMEN,ACCESSORIES,BAG,FREE SIZE
79,2014-04-18,M. CASHMERE LOSAGNES CLAMP DYEING INDIGO,FS,JAIPUR MODERN,INDIGO,LOSAGNES CLAMP DYEING,M. CASHMERE LOSAGNES CLAMP DYE,1.0,UNISEX,CLOTHS,SCARF,FREE SIZE
80,2014-04-18,BREEZE KURTA PURPLE,S,OH LA LA,PURPLE,V NECK,BREEZE,1.0,WOMEN,CLOTHS,KURTA,SMALL
81,2014-04-18,V NECK  LIGHT BLUE,M,JAIPUR MODERN,LIGHT BLUE,ATTAR,V NECK,1.0,MEN,CLOTHS,T-SHIRTS,MEDIUM
82,2014-04-20,SS13-D6 BLACK,M,RASHMIVARMA,BLACK,Andhra Dress Knit,SS13-D6,1.0,WOMEN,CLOTHS,KNIT,MEDIUM
83,2014-04-20,SS14-T7 RED,S,RASHMIVARMA,RED,Odhni Trapeze top,SS14-T7,1.0,WOMEN,CLOTHS,TOP,SMALL
84,2014-04-20,FANCY BELT BLACK - PINK,L,JAIPUR MODERN,BLACK - PINK,FANCY LEATHER,FANCY BELT,1.0,UNISEX,ACCESSORIES,BELT,LARGE
85,2014-04-20,VERTICAL VIBRATION BLACK,FS,JAIPUR MODERN,BLACK,ATTAR,VERTICAL VIBRATION,1.0,WOMEN,ACCESSORIES,POUCH,FREE SIZE
86,2014-04-20,LOSAGNES  COTTON ECRU-BLUE,45 X 45,JAIPUR MODERN,ECRU-BLUE,IKAT,LOSAGNES,1.0,UNISEX,BEDROOM,CUSHION,45 X 45
87,2014-04-21,RB17151042632 RB-17/A5 BLACKCARD - SO+TB - PLAIN - PACK OF 2,64,RUBBERBAND,RB-17/A5 BLACKCARD - SO+TB - P,ATTAR,RB17151042632,1.0,WELLNESS,CLOTHS,STATIONARY,64
88,2014-04-21,MODAL - CASHMERE HAND INDIGO- TAMIL NADU INDIGO,FS,JAIPUR MODERN,INDIGO,HAND INDIGO- TAMIL NADU,MODAL - CASHMERE HAND INDIGO-,2.0,UNISEX,CLOTHS,SCARF,FREE SIZE
89,2014-04-21,STYLE 04 TURQ- BROWN,FS,JAIPUR MODERN,TURQ- BROWN,ATTAR,STYLE 04,1.0,UNISEX,ACCESSORIES,BAG,FREE SIZE
90,2014-04-21,PATCH WORK  COTTON -CANVAS SHADOWS OF INDIGO,42 X 42,JAIPUR MODERN,SHADOWS OF INDIGO,HAND DYED AND PATCHED,PATCH WORK,4.0,UNISEX,BEDROOM,CUSHION,42 x 42
91,2014-04-21,SS14-K1 RED,M,RASHMIVARMA,RED,Abho Kaftan,SS14-K1,1.0,WOMEN,CLOTHS,KAFTAN,MEDIUM
92,2014-04-21,RS072GCH,FS,ZARiiN,NATURAL,ROYAL CITY,RS072GCH,1.0,WOMEN,ACCESSORIES,RINGS,FREE SIZE
93,2014-04-22,ABHO-02 RED CHECK RED,S,INJIRI,RED,ABHO-02 RED CHECK,ABHO-02 RED CHECK,1.0,WOMEN,CLOTHS,DRESS,SMALL
94,2014-04-25,IKAT BLOCKS COTT. 20S PINKS,150 BY 150,JAIPUR MODERN,PINKS,CLAMP DYEING,IKAT BLOCKS,1.0,UNISEX,HOME DECOR,TABLE COVER,150 X 150
95,2014-04-25,FANCY BELT BLACK - PINK,L,JAIPUR MODERN,BLACK - PINK,FANCY LEATHER,FANCY BELT,1.0,UNISEX,ACCESSORIES,BELT,LARGE
96,2014-04-25,FLORAL ART TURQUOISE WEAVE,FS,JAIPUR MODERN,TURQUOISE,WEAVE,FLORAL ART,1.0,WOMEN,ACCESSORIES,POUCH,FREE SIZE
97,2014-04-26,BORA BORA LARGE ASSORTED,FS,JAIPUR MODERN,ASSORTED,WEAVE,BORA BORA LARGE,1.0,WOMEN,ACCESSORIES,BAG,FREE SIZE
98,2014-04-26,STYLE 08 IN POUCH MULTICOLORED RED,FS,JAIPUR MODERN,MULTICOLORED RED,FANCY LEATHER,STYLE 08 IN POUCH,1.0,UNISEX,ACCESSORIES,POUCH,FREE SIZE
99,2014-04-26,GN-75 BLUE - YELLOW,M,INJIRI,BLUE - YELLOW,GN-75,GN-75,1.0,WOMEN,CLOTHS,SHIRT,MEDIUM
100,2014-04-26,KU-GY  COTTON GREY,M,JAIPUR MODERN,GREY,EMBROIDERY,KU-GY,1.0,WOMEN,CLOTHS,KURTA,MEDIUM
101,2014-04-26,BUTTERFLY KURTA GREY,L,OH LA LA,GREY,I NECK,BUTTERFLY,1.0,WOMEN,CLOTHS,KURTA,LARGE
102,2014-04-26,RB14001130653 RB-14/85x145mm LINEN RED/PURPLE/BLACK -NATURAL RULED,FS,RUBBERBAND,RB-14/85x145mm LINEN RED/PURPL,ATTAR,RB14001130653,1.0,WELLNESS,CLOTHS,STATIONARY,FREE SIZE
103,2014-05-01,CHECKS  COTTON INDIGO,45 X 45,JAIPUR MODERN,INDIGO,CLAMP DYEING,CHECKS,1.0,UNISEX,BEDROOM,CUSHION,45 X 45
104,2014-05-01,ZIG ZAG STRIPES  100 % LINEN  RED,42 X 42,JAIPUR MODERN,RED,CLAMP DYEING,ZIG ZAG STRIPES,1.0,UNISEX,BEDROOM,CUSHION,42 x 42
105,2014-05-01,ORIGAMI  COTTON INDIGO,45 X 45,JAIPUR MODERN,INDIGO,CLAMP DYEING,ORIGAMI,1.0,UNISEX,BEDROOM,CUSHION,45 X 45
106,2014-05-01,BIG STRIPES  COTTON WHITE - INDIGO,42 X 42,JAIPUR MODERN,WHITE - INDIGO,CLAMP DYEING,BIG STRIPES,1.0,UNISEX,BEDROOM,CUSHION,42 x 42
107,2014-05-01,IKAT BLOCKS COTT. RUST SMALL,45 X 45( 4 PCS),JAIPUR MODERN,RUST SMALL,IKAT,IKAT BLOCKS,2.0,UNISEX,KITCHEN,NAPKIN,45 X 45
108,2014-05-01,COLLAR SMALL BLACK-SILVER,FS,JAIPUR MODERN,BLACK-SILVER,SHIRT,COLLAR SMALL,1.0,WOMEN,CLOTHS,COLLAR,FREE SIZE
109,2014-05-01,FANCY BELT BLACK - BLUE,L,JAIPUR MODERN,BLACK - BLUE,FANCY LEATHER,FANCY BELT,1.0,UNISEX,ACCESSORIES,BELT,LARGE
110,2014-05-01,KU-BK  COTTON BLACK,M,JAIPUR MODERN,BLACK,EMBROIDERY,KU-BK,1.0,WOMEN,CLOTHS,KURTA,MEDIUM
111,2014-05-03,OLGA,F,VALLIYAN,NATURAL,ATTAR,OLGA ANKLET  - BRACELET,1.0,WOMEN,ACCESSORIES,BRACELETTES,FREE SIZE
112,2014-05-04,KU-BK  COTTON BLACK,S,JAIPUR MODERN,BLACK,EMBROIDERY,KU-BK,1.0,WOMEN,CLOTHS,KURTA,SMALL
113,2014-05-05,RB06161036601 RB-06/A6 PU - BLACK - YELLOW - PLAIN,208,RUBBERBAND,RB-06/A6 PU - BLACK - YELLOW -,ATTAR,RB06161036601,1.0,WELLNESS,CLOTHS,STATIONARY,208
114,2014-05-05,RB06161037601 RB-06/A6 PU - BLACK - PINK - PLAIN,208,RUBBERBAND,RB-06/A6 PU - BLACK - PINK - P,ATTAR,RB06161037601,1.0,WELLNESS,CLOTHS,STATIONARY,208
115,2014-05-05,RB06161038601 RB-06/A6 PU - BLACK - ORANGE - PLAIN,208,RUBBERBAND,RB-06/A6 PU - BLACK - ORANGE -,ATTAR,RB06161038601,1.0,WELLNESS,CLOTHS,STATIONARY,208
116,2014-05-05,RB06161039601 RB-06/A6 PU - BLACK - GREEN - PLAIN,208,RUBBERBAND,RB-06/A6 PU - BLACK - GREEN -,ATTAR,RB06161039601,1.0,WELLNESS,CLOTHS,STATIONARY,208
117,2014-05-06,MODAL - CASHMERE HAND INDIGO- TAMIL NADU INDIGO,FS,JAIPUR MODERN,INDIGO,HAND INDIGO- TAMIL NADU,MODAL - CASHMERE HAND INDIGO-,1.0,UNISEX,CLOTHS,SCARF,FREE SIZE
118,2014-05-06,M CASHMERE SHIBORI PERSIMMON ORANGE A,FS,JAIPUR MODERN,PERSIMMON ORANGE A,SHIBORI,M CASHMERE SHIBORI PERSIMMON O,1.0,WOMEN,CLOTHS,SCARF,FREE SIZE
119,2014-05-06,100% COTTON CHIKANKARI PINK,FS,JAIPUR MODERN,PINK,CHIKANKARI,100% COTTON CHIKANKARI PINK,1.0,WOMEN,CLOTHS,SCARF,FREE SIZE
120,2014-05-06,100% COTTON CHIKANKARI INDIGO,FS,JAIPUR MODERN,INDIGO,CHIKANKARI,100% COTTON CHIKANKARI INDIGO,1.0,WOMEN,CLOTHS,SCARF,FREE SIZE
121,2014-05-07,STRAIGHT  CPR/STP26/29,M,11.11,CPR/STP26/29,BLOCK PRINT,STRAIGHT,1.0,WOMEN,CLOTHS,TOP,MEDIUM
122,2014-05-07,TJ-676FUSHIA,L,K.MEHTA,FUSHIA,ATTAR,TJ-676,1.0,WOMEN,CLOTHS,TUNIC,LARGE
123,2014-05-07,INDIGO-02 BLUE,S,INJIRI,BLUE,INDIGO-02,ROLLON BOTTLE,1.0,WOMEN,CLOTHS,SHIRT,SMALL
124,2014-05-07,STYLE 01  INDIGO- BROWN,FS,JAIPUR MODERN,INDIGO- BROWN,ATTAR,STYLE 01,1.0,UNISEX,ACCESSORIES,BAG,FREE SIZE
125,2014-05-07,STYLE 04 TURQ- BROWN,FS,JAIPUR MODERN,TURQ- BROWN,ATTAR,STYLE 04,1.0,UNISEX,ACCESSORIES,BAG,FREE SIZE
126,2014-05-08,CELINE YELLOW,FS,JAIPUR MODERN,YELLOW,ATTAR,CELINE,2.0,WOMEN,ACCESSORIES,BAG,FREE SIZE
127,2014-05-08,CELINE WOOLEN MULTI,FS,JAIPUR MODERN,WOOLEN MULTI,WOOLEN,CELINE,2.0,WOMEN,ACCESSORIES,BAG,FREE SIZE
128,2014-05-09,NM/I-S2 NISADI,S,NO - MAD,NISADI,MAHIKA,NM/I-S2,1.0,UNISEX,HEALTH CARE,INCENSE,SMALL
129,2014-05-09,PASHMINA WEAVING NATURAL- GREEN- BROWN,FS,JAIPUR MODERN,NATURAL- GREEN- BROWN,WEAVING,PASHMINA WEAVING NATURAL- GREE,1.0,UNISEX,CLOTHS,SCARF,FREE SIZE
130,2014-05-09,KU-BK  COTTON BLACK,M,JAIPUR MODERN,BLACK,EMBROIDERY,KU-BK,1.0,WOMEN,CLOTHS,KURTA,MEDIUM
131,2014-05-09,BUTTERFLY KURTA RED,M,OH LA LA,RED,I NECK,BUTTERFLY,1.0,WOMEN,CLOTHS,KURTA,MEDIUM
132,2014-05-10,GUANDOURA DGELLABA PINK,S,OH LA LA,PINK,DGELLABA,GUANDOURA,1.0,WOMEN,CLOTHS,DGELLABA,SMALL
133,2014-05-10,RB06151031601 RB-06-A5/PU BLACK - CHROME YELLOW- PLAIN,192,RUBBERBAND,RB-06-A5/PU BLACK - CHROME YEL,ATTAR,RB06151031601,1.0,WELLNESS,CLOTHS,STATIONARY,192
134,2014-05-10,GEORGETTE SHIBORI M. GREEN- LIGHT GREEN,FS,JAIPUR MODERN,M. GREEN- LIGHT GREEN,SHIBORI,GEORGETTE SHIBORI M. GREEN- LI,1.0,WOMEN,CLOTHS,SCARF,FREE SIZE
135,2014-05-10,CHATHY BAG BROWN,FS,JAIPUR MODERN,BROWN,BLOCK PRINTED,CHATHY BAG,1.0,UNISEX,ACCESSORIES,BAG,FREE SIZE
136,2014-05-10,FELA CLUTCH INDIGO,F,11.11,INDIGO,WOOL / SUEDE,FELA CLUTCH,1.0,WOMEN,ACCESSORIES,ACCESSORIES,FREE SIZE
