,Date,Item,Size,Brand,Color,Design,Style,Qty,Department,Product Category,product,size
3971,2016-04-07,CLAMP DYED 100% COTTON   INDIGO 7000786,8 INCH 200 PAGES,JAIPUR MODERN,INDIGO,GEO CLAMP,CLAMP DYED,2.0,UNISEX,STATIONARY,DIARY,8 INCH 200 PAGES
3972,2016-04-07,CLAMP DYED 100% COTTON   GREEN 7000787,8 INCH 200 PAGES,JAIPUR MODERN,GREEN,STAR CLAMP,CLAMP DYED,1.0,UNISEX,STATIONARY,DIARY,8 INCH 200 PAGES
3973,2016-04-07,CLAMP DYED 100% COTTON   ORANGE 7000788,8 INCH 200 PAGES,JAIPUR MODERN,orange,STEPS CLAMP,CLAMP DYED,1.0,UNISEX,STATIONARY,DIARY,8 INCH 200 PAGES
3974,2016-04-07,CLAMP DYED 100% COTTON   WHITE BLUE 7000789,8 INCH 200 PAGES,JAIPUR MODERN,WHITE BLUE,STAR CLAMP,CLAMP DYED,2.0,UNISEX,STATIONARY,DIARY,8 INCH 200 PAGES
3975,2016-04-07,THATCH  100% LINEN SAFFRON,42 X 42,JAIPUR MODERN,SAFFRON,CLAMP DYEING,THATCH,2.0,UNISEX,BEDROOM,CUSHION,42 x 42
3976,2016-04-07,RHOMBUS  100% LINEN OCRE,42 X 42,JAIPUR MODERN,OCRE,CLAMP DYEING,RHOMBUS,3.0,UNISEX,BEDROOM,CUSHION,42 x 42
3977,2016-04-07,ISSUE 13 NA VOL 4 8400004,FS,MOTHERLAND,VOL 4,MILITARY,ISSUE 13,1.0,BOOKS,STATIONARY,MAGAZINE,FREE SIZE
3978,2016-04-07,ROUND NECK  100% COTTON NATURAL INDIGO 1400088,M,INDIGOS OF INDIA,NATURAL INDIGO,100% COTTON,ROUND NECK,1.0,MEN,CLOTHS,T-SHIRTS,MEDIUM
3979,2016-04-07,asmaani-03  50 % cotton 50% silk handloom BLUE 4000474,L,INJIRI C,BLUE,gather shirt,asmaani-03,1.0,WOMEN,CLOTHS,SHIRT,LARGE
3980,2016-04-07,ORIGAMI COTT. 20S INDIGO- WHITE,150 BY 150,JAIPUR MODERN,INDIGO- WHITE,CLAMP DYEING,ORIGAMI,1.0,UNISEX,HOME DECOR,TABLE COVER,150 X 150
3981,2016-04-07,LOZANGES COTT. 20S INDIGO -PURPLE,170 BY 170,JAIPUR MODERN,INDIGO -PURPLE,CLAMP DYEING,LOZANGES,1.0,UNISEX,HOME DECOR,TABLE COVER,170 X 170
3982,2016-04-07,mode ring CALCEDO CALCEDONY GOLD mode ring CALCEDO 95000162,FS,DIANE SINGH,mode ring CALCEDO,mode ring CALCEDO,mode ring CALCEDO,1.0,WOMEN,ACCESSORIES,RINGS,FREE SIZE
3983,2016-04-07,GRADED OMBRE DYED BLENDS GREEN 140117,70 X 180,INDIGOS OF INDIA,GREEN,DIP DYED BLEND MODAL,GRADED OMBRE DYED,1.0,WOMEN,CLOTHS,SCARF,70 X 180
3984,2016-04-07,core-neelgar-105-RED  100% cotton handwoven NATURAL 4000601,M,INJIRI C,NATURAL,kanni kamiz,core-neelgar-105-RED,1.0,WOMEN,CLOTHS,SHIRT,MEDIUM
3985,2016-04-07,PHUKET BAG  RECYCLED PLASTIC ASSRTED,F.S,JAIPUR MODERN,ASSORTED,PHUKET BAG WOVEN,PHUKET BAG,1.0,WOMEN,ACCESSORIES,WALLET,FREE SIZE
3986,2016-04-07,BCD947A15 CN BLUE 8620002,M,BODICE,BLUE,GATHERED DRESS,BCD947A15,1.0,WOMEN,CLOTHS,DRESS,MEDIUM
3987,2016-04-08,ROUND NECK  100% COTTON PALE GREY 7000584,L,JAIPUR MODERN,PALE GREY,100% COTTON,ROUND NECK,1.0,MEN,CLOTHS,T-SHIRTS,LARGE
3988,2016-04-08,PHUKET  BIG BAG  RECYCLED PLASTIC ASSORTED,FS,JAIPUR MODERN,ASSORTED,PHUKET BAG,PHUKET  BIG BAG,1.0,WOMEN,ACCESSORIES,BAG,FREE SIZE
3989,2016-04-08,KEIDN/KC/9  100% Cotton WHITE1101147,M,11.11,WHITE,100% COTTON,KEIDN/KC/9,1.0,WOMEN,CLOTHS,DRESS,MEDIUM
3990,2016-04-08,PRINTED  100% COTTON   INDIGO 7000777,6 INCHES 200 PAGES,JAIPUR MODERN,INDIGO,TRIPOLKA,PRINTED,1.0,UNISEX,STATIONARY,HANDBOOK STATIONARY,6 INCHES 200 PAGES
3991,2016-04-08,WOVEN 100% COTTON   NATURAL GREY 7000781,7 INCH 200 PAGES,JAIPUR MODERN,NATURAL GREY,STRIPES,WOVEN,1.0,UNISEX,STATIONARY,NOTEBOOK,7 INCH 200 PAGES
3992,2016-04-08,CLAMP DYED 100% COTTON   WHITE BLUE 7000789,8 INCH 200 PAGES,JAIPUR MODERN,WHITE BLUE,STAR CLAMP,CLAMP DYED,1.0,UNISEX,STATIONARY,DIARY,8 INCH 200 PAGES
3993,2016-04-08,CLAMP DYED 100% COTTON   BLUE 701718,8 INCH 200 PAGES,JAIPUR MODERN,BLUE,ECLIPSE CLAMP,CLAMP DYED,1.0,UNISEX,STATIONARY,DIARY,8 INCH 200 PAGES
3994,2016-04-08,FRONT STRIP PRINT 100% COTTON INDIGO ECRU 1400126,M,INDIGOS OF INDIA,INDIGO ECRU,YARN DYED COTTON,FRONT STRIP PRINT,1.0,MEN,CLOTHS,SHIRT,MEDIUM
3995,2016-04-08,IKAT BLOCKS COTT. BLUES,170 BY 270,JAIPUR MODERN,BLUES,IKAT,IKAT BLOCKS,1.0,UNISEX,HOME DECOR,TABLE COVER,170 X 270
3996,2016-04-08,IKAT BLOCKS COTT. BLUE SMALL,45 X 45( 4 PCS),JAIPUR MODERN,BLUE SMALL,IKAT,IKAT BLOCKS,2.0,UNISEX,KITCHEN,NAPKIN,45 X 45
3997,2016-04-08,90% MODAL 10%CASHMERE 90% MODAL 10%CASHMERE BLUE 7001624,FS,JAIPUR MODERN,BLUE,90% MODAL 10%CASHMERE,SMALL DIAMOND CLAMP,1.0,UNISEX,CLOTHS,SCARF,FREE SIZE
3998,2016-04-08,ZIPPER FLEECE OLIVE 7001649,S,JAIPUR MODERN,OLIVE,BASIC,ZIPPER,1.0,MEN,CLOTHS,HOODIE,SMALL
3999,2016-04-08,mughal m SIL SILVER mughal m SIL 95000223,FS,DIANE SINGH,mughal m SIL,mughal m SIL,mughal m SIL,1.0,WOMEN,ACCESSORIES,EARRINGS,FREE SIZE
4000,2016-04-08,EZ 23  BRASS moontoneEZ 239800023,FS,EESHA ZAVERI,moontoneEZ 23,2 stone cz's,EZ 23,1.0,WOMEN,ACCESSORIES,EARRINGS,FREE SIZE
4001,2016-04-08,DIAGONAL CHECKS 100% LINEN BLUE 7001400,180 x 70,JAIPUR MODERN,BLUE,CLAMP DYED LINEN,DIAGONAL CHECKS,1.0,WOMEN,CLOTHS,SCARF,180 x 70
4002,2016-04-09,MULTI LEATHER BLACK BLUE GREEN 8100066,FS,JOLI,BLACK BLUE GREEN,HAAT KA,MULTI,1.0,UNISEX,ACCESSORIES,CARD HOLDER,FREE SIZE
4003,2016-04-09,osiris LABROD LABRODITE GOLD osiris LABROD 95000176,FS,DIANE SINGH,osiris LABROD,osiris LABROD,osiris LABROD,1.0,WOMEN,ACCESSORIES,NECKLACE & PENDANT,FREE SIZE
4004,2016-04-09,MULTI LEATHER BLACK BLUE GREEN 8100066,FS,JOLI,BLACK BLUE GREEN,HAAT KA,MULTI,1.0,UNISEX,ACCESSORIES,CARD HOLDER,FREE SIZE
4005,2016-04-09,20 paise lotus studs pearl silver with genuine old coin and pearls COIN AND SILVER 8300004,FS,LAI JEWELS,COIN AND SILVER,PB 1504 ER,20 paise lotus studs pearl,1.0,WOMEN,ACCESSORIES,EARRINGS,FREE SIZE
4006,2016-04-09,GOLD PLATED  BRASS 9600065,FS,KICHU,KN001,STAG ANTLR,GOLD PLATED,1.0,WOMEN,ACCESSORIES,NECKLACE & PENDANT,FREE SIZE
4007,2016-04-09,GRADED OMBRE DYED BLENDS INDIGOS 140116,70 X 180,INDIGOS OF INDIA,INDIGOS,DIP DYED BLEND MODAL,GRADED OMBRE DYED,1.0,UNISEX,CLOTHS,SCARF,70 X 180
4008,2016-04-09,FW15 - T3AOblique Shirt1200099,M,RASHMIVARMA,INDIGO,Oblique Shirt,FW15 - T3A,1.0,WOMEN,CLOTHS,SHIRT,MEDIUM
4009,2016-04-09,GAR-ND-11  100%cotton  NATURAL ECRU 4000366,FS,INJIRI C,NATURAL ECRU,SAREE,GAR-ND-11,1.0,WOMEN,CLOTHS,SAREE,FREE SIZE
4010,2016-04-09,STRIPES  COTTON LIGHT BLUE,220 X 240,JAIPUR MODERN,LIGHT BLUE,BLOCK PRNT,STRIPES,1.0,UNISEX,BEDROOM,BED COVER,220 X 240
4011,2016-04-09,STRIPES BLOCKPRINT  COTTON RED - BLUE,220 X 240,JAIPUR MODERN,RED - BLUE,BLOCK PRNT,STRIPES BLOCKPRINT,1.0,HOME,BEDROOM,BED COVER,220 X 240
4012,2016-04-09,CHAI PRINTED PAPER NA 860010,FS,Design Fly,NATURAL,CHAI,CHAI,1.0,GREETING,ACCESSORIES,ACCESSORIES,FREE SIZE
4013,2016-04-09,ISSUE 14 NA VOL 4 8400001,FS,MOTHERLAND,VOL 4,BANDRA,ISSUE 14,1.0,BOOKS,STATIONARY,MAGAZINE,FREE SIZE
4014,2016-04-10,GOLDEN SPARROW PRINTED PAPER WHITE 860008,FS,Design Fly,WHITE,GOLDEN SPARROW,GOLDEN SPARROW,2.0,GREETING,ACCESSORIES,ACCESSORIES,FREE SIZE
4015,2016-04-10,GRIGRI KEY RING ASSORTED RED 8100037,FS,JOLI,RED,GANESH,GRIGRI KEY RING,1.0,UNISEX,ACCESSORIES,KEY RINGS,FREE SIZE
4016,2016-04-10,RS022GA,FS,ZARiiN,NATURAL,BEAUTIFUL FINGER,RS022GA,1.0,WOMEN,ACCESSORIES,RINGS,FREE SIZE
4017,2016-04-10,EZ 32  BRASS lapisEZ 329800032,FS,EESHA ZAVERI,lapisEZ 32,rectangle jali with beads,EZ 32,1.0,WOMEN,ACCESSORIES,EARRINGS,FREE SIZE
4018,2016-04-10,EZ 39  BRASS  green onyxEZ 399800039,FS,EESHA ZAVERI,green onyxEZ 39,jali square studs,EZ 39,1.0,WOMEN,ACCESSORIES,EARRINGS,FREE SIZE
4019,2016-04-10,RB17161130622  CRAFT CARD NATURAL RULED,64,RUBBERBAND,NATURAL RULED,REGULAR,RB17161130622,1.0,WELLNESS,CLOTHS,STATIONARY,64
4020,2016-04-10,RB18151130621 RB-18/A5 - PAD - KRAFT CARD - NATURAL - RULE,70,RUBBERBAND,RB-18/A5 - PAD - KRAFT CARD -,ATTAR,RB18151130621,1.0,WELLNESS,CLOTHS,STATIONARY,70
4021,2016-04-10,ISSUE 13 NA VOL 4 8400004,FS,MOTHERLAND,VOL 4,MILITARY,ISSUE 13,1.0,BOOKS,STATIONARY,MAGAZINE,FREE SIZE
4022,2016-04-10,ISSUE 9 NA VOL 4 8400005,FS,MOTHERLAND,VOL 4,GURGAON,ISSUE 9,1.0,BOOKS,STATIONARY,MAGAZINE,FREE SIZE
4023,2016-04-10,ISSUE 17 NA VOL 5 8400009,FS,MOTHERLAND,VOL 5,45,ISSUE 17,1.0,BOOKS,STATIONARY,MAGAZINE,FREE SIZE
4024,2016-04-10,NATRAJ PRINTED PAPER NA 860005,FS,Design Fly,NATURAL,NATRAJ,NATRAJ,1.0,GREETING,ACCESSORIES,ACCESSORIES,FREE SIZE
4025,2016-04-10,SURYANAMASKAR PRINTED PAPER YELLOW 860007,FS,Design Fly,YELLOW,SURYANAMASKAR,SURYANAMASKAR,1.0,GREETING,ACCESSORIES,ACCESSORIES,FREE SIZE
4026,2016-04-10,GOLDEN SPARROW PRINTED PAPER WHITE 860008,FS,Design Fly,WHITE,GOLDEN SPARROW,GOLDEN SPARROW,1.0,GREETING,ACCESSORIES,ACCESSORIES,FREE SIZE
4027,2016-04-10,GOLDEN SPARROW PRINTED PAPER BLUE 860009,FS,Design Fly,BLUE,GOLDEN SPARROW,GOLDEN SPARROW,1.0,GREETING,ACCESSORIES,ACCESSORIES,FREE SIZE
4028,2016-04-10,PRINTED  100% COTTON   INDIGO 7000777,6 INCHES 200 PAGES,JAIPUR MODERN,INDIGO,TRIPOLKA,PRINTED,1.0,UNISEX,STATIONARY,HANDBOOK STATIONARY,6 INCHES 200 PAGES
4029,2016-04-10,IKAT WEAVE 100% COTTON   INDIGO 7000779,6 INCHES 200 PAGES,JAIPUR MODERN,INDIGO,BIRD EYE,IKAT WEAVE,1.0,UNISEX,STATIONARY,HANDBOOK STATIONARY,6 INCHES 200 PAGES
4030,2016-04-10,NILE  JCOS04/15,S,11.11,JCOS04/15,SELF FABRIC,NILE,1.0,WOMEN,CLOTHS,DRESS,SMALL
4031,2016-04-10,core-kinari-48 RED  100% silk handwoven NATURAL 4000585,M,INJIRI C,NATURAL,french slip,core-kinari-48 RED,1.0,WOMEN,ACCESSORIES,SLIP,MEDIUM
4032,2016-04-10,100% COTTON  100% COTTON GREY BROWN MUSTARD 7000375,45 X 45,JAIPUR MODERN,GREY BROWN MUSTARD,TEMPLE BLOCK,100% COTTON,1.0,HOME,BEDROOM,CUSHION,45 X 45
4033,2016-04-10,COTTON IKKAT  100% COTTON GREEN  7000377,42 X 42,JAIPUR MODERN,GREEN,BONE BEAD HIGHLIGHT,COTTON IKKAT,3.0,HOME,BEDROOM,CUSHION,42 x 42
4034,2016-04-10,KINARI-28  100%COTTON NATURAL 4000507,FS,INJIRI C,NATURAL,GAMCHHA,KINARI-28,1.0,WOMEN,CLOTHS,SCARF,FREE SIZE
4035,2016-04-10,core-neelgar-102-BLACK  100% cotton handwoven NATURAL 4000540,M,INJIRI C,NATURAL,luckhnow kurta,core-neelgar-102-BLACK,1.0,WOMEN,CLOTHS,DRESS,MEDIUM
4036,2016-04-10,GOYAL CASHMERE STRIPE(MERINO WOOL) GOYAL CASHMERE STRIPE(MERINO WOOL) GREY 7001480,89 X 180,JAIPUR MODERN,GREY,LEOPARD BORDER,GOYAL CASHMERE STRIPE(MERINO W,1.0,WOMEN,CLOTHS,SCARF,89 X 180
4037,2016-04-10,SILK COTTON PRINT BLENDS ECRU 7001512,70 X 180,JAIPUR MODERN,ECRU,FLORAL BORDER,SILK COTTON PRINT,1.0,WOMEN,CLOTHS,SCARF,70 X 180
4038,2016-04-10,DHANYAWAD PRINTED PAPER NA 860002,FS,Design Fly,NATURAL,DHANYAWAD,DHANYAWAD,1.0,GREETING,ACCESSORIES,ACCESSORIES,FREE SIZE
4039,2016-04-10,HANUMAN PRINTED PAPER NA 860004,FS,Design Fly,NATURAL,HANUMAN,HANUMAN,1.0,GREETING,ACCESSORIES,ACCESSORIES,FREE SIZE
4040,2016-04-10,GOLDEN SPARROW PRINTED PAPER BLUE 860009,FS,Design Fly,BLUE,GOLDEN SPARROW,GOLDEN SPARROW,2.0,GREETING,ACCESSORIES,ACCESSORIES,FREE SIZE
4041,2016-04-10,CHAI PRINTED PAPER NA 860010,FS,Design Fly,NATURAL,CHAI,CHAI,1.0,GREETING,ACCESSORIES,ACCESSORIES,FREE SIZE
4042,2016-04-10,SILK COTTON PRINT BLENDS ECRU 7001511,70 X 180,JAIPUR MODERN,ECRU,FLORAL SPOT,SILK COTTON PRINT,1.0,WOMEN,CLOTHS,SCARF,70 X 180
4043,2016-04-10,COTT CHAMBRAY RED SALVAGE  COTT CHAMBRAY RED SALVAGE INDIGO 1400085,60 X 200,INDIGOS OF INDIA,INDIGO,DIAGONAL CHECKS,COTT CHAMBRAY RED SALVAGE,1.0,UNISEX,CLOTHS,SCARF,60 X 200
4044,2016-04-10,PAPER BOAT BLOCK PRINT  CHAMBRAY RED SELVEDGE INDIGO BLUE,60 X 200,JAIPUR MODERN,INDIGO BLUE,CHAMBRAY RED SELVEDGE,PAPER BOAT BLOCK PRINT,1.0,UNISEX,CLOTHS,SCARF,60 X 200
4045,2016-04-10,LEOPARD 100%PASHMINA ECRU-YELLOW 7001281,180 x 70,JAIPUR MODERN,ECRU-YELLOW,100%PASHMINA,LEOPARD,1.0,UNISEX,CLOTHS,SCARF,180 x 70
4046,2016-04-10,LARGE CHEVRON/DIAGONAL STIP CLAMP DYED VOILE INDIGO TURQUOISE 7001319,90*190,JAIPUR MODERN,INDIGO TURQUOISE,CLAMP DYED VOILE,LARGE CHEVRON/DIAGONAL STIP,1.0,UNISEX,CLOTHS,PAREO,90*190
4047,2016-04-10,FOUR SQUARE AND DOUBLE LOSAGNES CLAMP DYED VOILE PINK GREY 7001326,90*190,JAIPUR MODERN,PINK GREY,CLAMP DYED VOILE,FOUR SQUARE AND DOUBLE LOSAGNE,1.0,UNISEX,CLOTHS,PAREO,90*190
4048,2016-04-10,CEVICE 100% COTTON INDIGO 7001383,180 x 70,JAIPUR MODERN,INDIGO,CLAMP DYED COTTON,CEVICE,1.0,WOMEN,CLOTHS,SCARF,180 x 70
4049,2016-04-10,CHEV DIAMOND 100% COTTON OLIVE 7001386,180 x 70,JAIPUR MODERN,OLIVE,CLAMP DYED COTTON,CHEV DIAMOND,1.0,WOMEN,CLOTHS,SCARF,180 x 70
4050,2016-04-10,CHEV STEP 100% COTTON PURPLE 7001390,180 x 70,JAIPUR MODERN,PURPLE,CLAMP DYED COTTON,CHEV STEP,1.0,WOMEN,CLOTHS,SCARF,180 x 70
4051,2016-04-10,DIAGONAL CHECKS 100% WOOL  TURQUOISE 7001397,180 x 70,JAIPUR MODERN,TURQUOISE,CLAMP DYED WOOL,DIAGONAL CHECKS,1.0,WOMEN,CLOTHS,SCARF,180 x 70
4052,2016-04-10,LARGE CHEVRON 100% COTTON BLACK 7001421,70 X 180,JAIPUR MODERN,BLACK,CLAMP DYED COTTON,LARGE CHEVRON,1.0,UNISEX,CLOTHS,SCARF,70 X 180
4053,2016-04-10,FINE WOOL FINE WOOL HOT PINK 7001472,81 X 180,JAIPUR MODERN,HOT PINK,D- BORDER,FINE WOOL,1.0,WOMEN,CLOTHS,SCARF,81 X 180
4054,2016-04-10,FINE WOOL FINE WOOL LILAC 7001474,83 X 180,JAIPUR MODERN,LILAC,CHEVRON STRIPE,FINE WOOL,1.0,WOMEN,CLOTHS,SCARF,83 X 180
4055,2016-04-13,SPAGETTI SILK CREPE ECRU/RED 7001689,M,JAIPUR MODERN,ECRU/RED,BEADED PLACKET,SPAGETTI,1.0,WOMEN,CLOTHS,TOP,MEDIUM
4056,2016-04-13,DOUBLE DIAMOND SILK GEORGETTE ORANGE/PINK 7001687,FS,JAIPUR MODERN,ORANGE/PINK,CLAMP DYED,DOUBLE DIAMOND,1.0,WOMEN,CLOTHS,KAFTAN,FREE SIZE
4057,2016-04-14,60% LINEN 40% MODAL 60% LINEN 40% MODAL BEIGE 7001607,FS,JAIPUR MODERN,BEIGE,60% LINEN 40% MODAL,DIP DYED,1.0,UNISEX,CLOTHS,SCARF,FREE SIZE
4058,2016-04-14,FINE WOOL FINE WOOL HOT PINK 7001472,81 X 180,JAIPUR MODERN,HOT PINK,D- BORDER,FINE WOOL,1.0,WOMEN,CLOTHS,SCARF,81 X 180
4059,2016-04-14,C DYED WOOL 100%WOOL PINK 7001500,70 X 180,JAIPUR MODERN,PINK,FILMSTRIP,C DYED WOOL,1.0,WOMEN,CLOTHS,SCARF,70 X 180
4060,2016-04-14,JUMPSNLL3/4 COTTON RED 8630008,M,FABRIC H&C,RED,JUMPSUIT,JUMPSNLL3/4,1.0,WOMEN,CLOTHS,DRESS,MEDIUM
4061,2016-04-14,LOVE JAIPUR  LINEN COVER NATURAL,REGULAR,LOVE TRAVEL,NATURAL,4TH EDITION SHRINK WRAP,LOVE JAIPUR,1.0,UNISEX,STATIONARY,TRAVEL GUIDE,REGULAR
4062,2016-04-14,ROLLON BOTTLE CN PARFU DE MATIN 8610014,6 ML,JAIPUR FRAGRANCES,PARFU DE MATIN,ATTAR,ROLLON BOTTLE,1.0,UNISEX,HEALTH CARE,ROLLON,6 ML
4063,2016-04-14,PARANDA DANGLER ASSORTED BLUE E 8100105,FS,JOLI,BLUE E,PARANDA,PARANDA DANGLER,1.0,UNISEX,ACCESSORIES,DANGLER,FREE SIZE
4064,2016-04-14,PARANDA DANGLER ASSORTED REDD 8100106,FS,JOLI,REDD,PARANDA,PARANDA DANGLER,1.0,UNISEX,ACCESSORIES,DANGLER,FREE SIZE
4065,2016-04-14,ROLLON BOTTLE CN ADONIS 8610013,6 ML,JAIPUR FRAGRANCES,ADONIS,ATTAR,ROLLON BOTTLE,3.0,UNISEX,HEALTH CARE,ROLLON,6 ML
4066,2016-04-14,ROLLON BOTTLE CN PARFU DE MATIN 8610014,6 ML,JAIPUR FRAGRANCES,PARFU DE MATIN,ATTAR,ROLLON BOTTLE,3.0,UNISEX,HEALTH CARE,ROLLON,6 ML
4067,2016-04-15,ROLLON BOTTLE CN FRANGIPANI 8610015,6 ML,JAIPUR FRAGRANCES,FRANGIPANI,ATTAR,ROLLON BOTTLE,1.0,UNISEX,HEALTH CARE,ROLLON,6 ML
4068,2016-04-15,TOTES BIG DURRI COTT LEATHER STRIPES 8100137,FS,JOLI,STRIPES,DHURRI,TOTES BIG,2.0,WOMEN,ACCESSORIES,BAG,FREE SIZE
4069,2016-04-15,ROUND RING GOLD PLATED SILVER CJCRSM020 9500084,FS,DIANE SINGH,GOLD,CJCRSM020,ROUND RING,1.0,WOMEN,ACCESSORIES,RINGS,FREE SIZE
4070,2016-04-15,elle 004 925 SILVER elle design 95W0257,54,DIANE SINGH,CARNELIAN 54,elle design,elle 004,1.0,WOMEN,ACCESSORIES,RINGS,54
4071,2016-04-15,elle 005 925 SILVER elle design 95W0259,53,DIANE SINGH,G amethyste 53,elle design,elle 005,1.0,WOMEN,ACCESSORIES,RINGS,53
4072,2016-04-15,elle 006 925 SILVER elle design 95W0262,52,DIANE SINGH,ruby 52,elle design,elle 006,1.0,WOMEN,ACCESSORIES,RINGS,52
4073,2016-04-17,ROLLON BOTTLE CN WINSOME 8610012,6 ML,JAIPUR FRAGRANCES,WINSOME,ATTAR,ROLLON BOTTLE,1.0,UNISEX,HEALTH CARE,ROLLON,6 ML
4074,2016-04-17,STYLE 1 KURTA MENS PEACH,M,OH LA LA,peach,MENDARIN,STYLE 1,1.0,MEN,CLOTHS,KURTA,MEDIUM
4075,2016-04-17,er078 AMETHY SIL AMETHYST SILVER er078 AMETHY SIL 95000215,FS,DIANE SINGH,er078 AMETHY SIL,er078 AMETHY SIL,er078 AMETHY SIL,1.0,WOMEN,ACCESSORIES,EARRINGS,FREE SIZE
4076,2016-04-18,RSM001 AR 925 SILVER mughal style  95W0232,52,DIANE SINGH,SILVER 52,mughal style,RSM001 AR,1.0,WOMEN,ACCESSORIES,RINGS,52
4077,2016-04-19,JUMPLSLL3/BLUEBIRD COTTON BLUE 8630006,M,FABRIC H&C,BLUE,JUMPSUIT,JUMPLSLL3/BLUEBIRD,1.0,WOMEN,CLOTHS,DRESS,MEDIUM
4078,2016-04-19,POUCH BIG EMBROIDERY COTTON ORANGE 8100021,FS,JOLI,orange,KORA CABA,POUCH BIG,1.0,UNISEX,ACCESSORIES,BAG,FREE SIZE
4079,2016-04-19,GRIGRI KEY RING ASSORTED ORANGE 8100034,FS,JOLI,orange,GANESH,GRIGRI KEY RING,1.0,UNISEX,ACCESSORIES,KEY RINGS,FREE SIZE
4080,2016-04-19,GRIGRI KEY RING ASSORTED FUSCHIA 8100036,FS,JOLI,FUSCHIA,GANESH,GRIGRI KEY RING,1.0,UNISEX,ACCESSORIES,KEY RINGS,FREE SIZE
4081,2016-04-22,SADA 40  100% Cotton NATURAL ECRU 4000317,M,INJIRI C,NATURAL ECRU,new checks gather victoria,SADA 40,1.0,WOMEN,CLOTHS,DRESS,MEDIUM
4082,2016-04-22,REBARI-36  100% Cotton NATURAL 4000496,M,INJIRI C,NATURAL,sada paijama,REBARI-36,1.0,WOMEN,CLOTHS,PAIJAMA,MEDIUM
4083,2016-04-22,POUCH BIG EMBROIDERY COTTON RED 8100020,FS,JOLI,RED,KORA CABA,POUCH BIG,1.0,UNISEX,ACCESSORIES,BAG,FREE SIZE
4084,2016-04-22,RB17151130622  CRAFT CARD NATURAL RULED,64,RUBBERBAND,NATURAL RULED,REGULAR,RB17151130622,2.0,WELLNESS,CLOTHS,STATIONARY,64
4085,2016-04-22,IKAT BLOCKS COTT. 20S PINKS,150 BY 150,JAIPUR MODERN,PINKS,CLAMP DYEING,IKAT BLOCKS,1.0,UNISEX,HOME DECOR,TABLE COVER,150 X 150
4086,2016-04-22,CLAMP DYED BLENDS PURPLE 7001748,S,JAIPUR MODERN,PURPLE,DIAGONAL CHECKS,CLAMP DYED,1.0,WOMEN,CLOTHS,DRESS,SMALL
4087,2016-04-22,FINE WOOL FINE WOOL LILAC 7001474,83 X 180,JAIPUR MODERN,LILAC,CHEVRON STRIPE,FINE WOOL,1.0,WOMEN,CLOTHS,SCARF,83 X 180
4088,2016-04-22,ROLLON BOTTLE CN PARFU DE MATIN 8610014,6 ML,JAIPUR FRAGRANCES,PARFU DE MATIN,ATTAR,ROLLON BOTTLE,1.0,UNISEX,HEALTH CARE,ROLLON,6 ML
4089,2016-04-23,ISSUE 14 NA VOL 4 8400001,FS,MOTHERLAND,VOL 4,BANDRA,ISSUE 14,1.0,BOOKS,STATIONARY,MAGAZINE,FREE SIZE
4090,2016-04-23,ISSUE 12 NA VOL 4 8400002,FS,MOTHERLAND,VOL 4,ITEM,ISSUE 12,1.0,BOOKS,STATIONARY,MAGAZINE,FREE SIZE
4091,2016-04-23,ISSUE 15 NA VOL 4 8400003,FS,MOTHERLAND,VOL 4,NURSE,ISSUE 15,1.0,BOOKS,STATIONARY,MAGAZINE,FREE SIZE
4092,2016-04-23,ISSUE 9 NA VOL 4 8400005,FS,MOTHERLAND,VOL 4,GURGAON,ISSUE 9,1.0,BOOKS,STATIONARY,MAGAZINE,FREE SIZE
4093,2016-04-23,ISSUE 10 NA VOL 4 8400006,FS,MOTHERLAND,VOL 4,BORDERS,ISSUE 10,1.0,BOOKS,STATIONARY,MAGAZINE,FREE SIZE
4094,2016-04-23,ISSUE 11 NA VOL 4 8400007,FS,MOTHERLAND,VOL 4,SKIN,ISSUE 11,1.0,BOOKS,STATIONARY,MAGAZINE,FREE SIZE
4095,2016-04-23,ISSUE 16 NA VOL 4 8400008,FS,MOTHERLAND,VOL 4,FOOTBALL,ISSUE 16,1.0,BOOKS,STATIONARY,MAGAZINE,FREE SIZE
4096,2016-04-23,ISSUE 17 NA VOL 5 8400009,FS,MOTHERLAND,VOL 5,45,ISSUE 17,1.0,BOOKS,STATIONARY,MAGAZINE,FREE SIZE
4097,2016-04-23,SPOT IT  BOX PACK NA1500006,FS,Small brown box,NATURAL,ATTAR,SPOT IT,1.0,WELLNESS,ACCESSORIES,PLAY CARDS & TOYS,FREE SIZE
4098,2016-04-23,LANTERN MINI  BOX PACK NA1500009,FS,Small brown box,NATURAL,ATTAR,LANTERN MINI,1.0,WELLNESS,ACCESSORIES,PLAY CARDS & TOYS,FREE SIZE
4099,2016-04-23,AIR TRAVEL  BOX PACK NA1500010,FS,Small brown box,NATURAL,ATTAR,AIR TRAVEL,1.0,WELLNESS,ACCESSORIES,PLAY CARDS & TOYS,FREE SIZE
4100,2016-04-23,SUBHADRA KOTHARI NA VOL 1 8400010,FS,STATIONARY,VOL 1,HINDI MADE EASY,SUBHADRA KOTHARI,3.0,BOOKS,STATIONARY,TEXTBOOK,FREE SIZE
